Address Title,Address Code,Address Line 1,City,Postal Code,Destination Address
10348418,Kayem Food Industries Pvt Ltd,"Plot No. 2244-47, Hsiidc,Industrial Estate, Rai Sonipat,KAYEM FOOD,SONIPAT  ",SONIPAT,131029,TRUE
221871829,KESHVI FASHION LLP-ASN,THIRD FLOOR SHOP NO 3043 NEW SARDAR TRADERS MARKET BARDOLI MAIN ROAD SURAT,SURAT,395010,TRUE
KEWAL RAM,KEWAL RAM PLASTICS,KEWAL RAM PLASTICS F 1708 DSIIDC NARELA DELHI ,DELHI,110040,TRUE
60100444,KHS MACHINERY PVT. LTD,"Near Hirapur Chowkadi, Vatva – Ahmedabad Highway,Ahmedabad, Gujarat ",AHMEDABAD,382435,TRUE
218137432,Khushal Clothing,"428 3, Bhavna Estate, Nr Gautam Furniture, Ishanpura Narol Highway",AHMEDABAD,382443,TRUE
80014506,KKG Industries,"KKG Industries, Plot No.31 , Sector-3A, IIE, SIIDCUL, Haridwar, Uttarakhand, India",ROORKEE,247664,TRUE
KRAFT IMPE,KRAFT IMPEX-ASN,"Individual or Proprietor KNIT KRAFT IMPEX GR FLOOR, IX/1312, MANDIR VALI GALI, GANDHI NAGAR, EAST DELHI, DELHI  ",DELHI,110031,TRUE
32180374,KRAFTS PALACE,"506 MALL ROAD,,PRATAP PURA CROSSING,AGRA – 282001",AGRA,282001,TRUE
NAVSARI,Krishana food product,plot no-426 to 429 new Gidc road bardoli road NAVSARI,SURAT,396424,TRUE
10348425,KUMAR AGRO FOODS,"SURVEY NO 40 , Kumar Compound, Soanshiv Village,Wada Tilsa Road, Taluka Wada, Dist-Palghar , Thane , Maharashtra",THANE,421303,TRUE
222103664,KURBAAN COLLECTION,"Individual or Proprietor KURBAAN COLLECTION 1385, VARDHMAN NAGAR ST.NO.6, RAHON ROAD. LUDHIANA, PUNJAB ",LUDHIANA,141004,TRUE
3101000705,LARSEN & TOUBRO LIMITED,"L&T Energy Hydrocarbon RIL NEW ENERGY INITIATIVE PROJECT, MEGHPAR, PADANA, GAGVA, PV SOLAR TR-1: MECHANICAL PO: MOTIKHAVDI, JAMNAGAR, GUJARAT",JAMNAGAR,361140,TRUE
32000830,Liladhar Crafts,"PLOT NO.8-9, RAM RATAN COLONY B MUKUNDPURA ROAD, BHANKROTA JAIPUR RAJASTHAN ",JAIPUR,302026,TRUE
32001135,Living cocoon retail limited, F-191 Sitapura industries area Jaipur Rajasthan  ,JAIPUR,302022,TRUE
Y344,Logistics park (India) Pvt. Ltd,Logistics park (India) pvt. Ltd Village - Nimji dist - NAGPUR Taluka - kalmeshwar,NAGPUR,441501,TRUE
847234,M/S  Pandoul Flour Mills Pvt Ltd.,"At- Plote No.-123,125 & 127 Pandoul Industrial AreaPO/PS – Pandoul, Madhubani Sadar, Madhubani, Bihar - 847234",MADHUBANI,847234,TRUE
MATHURA,M/S CRD FOODS,"M/S CRD FOODS, VILLAGE KOSI KHURD BHARATPUR ROAD MATHURA, UTTAR PRADESH",MATHURA,281005,TRUE
NAVBHARAT,M/s NAVBHARAT INDUSTRIES,"A-37/1  MIDC Khairane, TTC Industrial Area, Near Parimeet Hotel, Behind White house, Navi Mumbai                                                                     ",MUMBAI,400710,TRUE
MS-NAGPUR,"M/s Nisarg Enterprises,","plot no A 13/29,MIDC Area,Near Fire Station,Buttibori,Nagpur-2,Maharashtra",NAGPUR,441122,TRUE
PL-AKOLA,MAHAVIR INDUSTRIES,"Plot No- N-45/46 Opp. ADM Agro Ind. MIDC- 4, AKOLA - 444104",AKOLA,444104,TRUE
60250145,MANJUSHREE TECHNOPACK LIMITED,"PLOT NO 22B,23,23A, SECTOR 2 , INTEGRATED INDL ESTATE PANTNAGAR UDHAM SINGH NAGAR, Udham Singh Nagar, Uttarakhand India",UDHAM SINGH NAGAR,263153,TRUE
MTL,MANJUSHREE TECHNOPARK LIMITED,UDHAM SINGH NAGAR RUDRAPUR,RUDRAPUR,263153,TRUE
222275006,MB RUBBER,"M B Rubber Pvt Ltd. D-13,14,15, SITE IV INDUSTRIAL AREA, SAHIBABAD, DISTT GHAZIABAD (U.P.) ",GHAZIABAD,201010,TRUE
AF_FAMIL_I,"Mbc New Warehouse F-block, Survey No.315/2/2 Bhatk",MP 453441,INDORE,453441,TRUE
MBTC,MBTC_INT_110039_609,"Pocket J, Sector - 4 Building No./flat No.: 113 And 114 Dsii  Delhi, DL 110039",DELHI,110039,TRUE
10281327,Meerut Packaging Industries,"KHASRA NO 740, 741, 745 & OTHERS, VILLAGE MUSSIORIE, NH-119, MAWANAROAD",MEERUT,250002,TRUE
60010261,Megastar Foods Ltd,"MEGASTAR FOODS LIMITED VILLAGE SOLKHIAN KURALI-ROPAR ROAD, RUPNAGAR, PUNJAB",RUPNAGAR,140108,TRUE
32180897,MEHAR TRADINGS,"B240 ,Pal Shilp Gram, Pal Village, RIICO Industrial Area, Jodhpur ",JODHPUR,342014,TRUE
Pathankot,Metro cash & carry,Pathankot by bass Jalandhar,JALANDHAR,144001,TRUE
DC11,METRO CASH & CARRY INDIA PVT LTD,"HADBAST NO. 44 AND 46,IN ZIRAKPUR , MOHALI",MOHALI,140603,TRUE
FRGV,"METRO CASH & CARRY INDIA PVT LTD,","T3DS, Vasal Mall, Civil Line Raod, Oppt President Hotal, Jalandhar Punjab",JALANDHAR,144001,TRUE
T3DM,METRO CASH & CARRY STORE Sonipat,City Mall Tarana Road Near bus stand sonipat Haryana,SONIPAT,131001,TRUE
PL-INDORE,METRO CASH AND CARRY INDIA PVT LTD,"S.NO.17/8/1,2/4/4,17/3/1,17/7/5/1, PIPLIYA KUMHAR P.H.NO.17 (NEW NO.40 INDORE(MADHYA PRADESH), INDORE, Madhya Pradesh ",INDORE,452010,TRUE
T0RJ,Metro Pipliya Kumhar Indore,"Near Niranjanpur Circle, Dewas Naka Village Pipliya Kumhar, Indore, Madhya Pradesh",INDORE,452010,TRUE
DEHRADUN,MG Shahani & Co Delhi Pvt Ltd,"Plot no : 30, Pharma City, industrial Area, Selaqui. Dehradun. Uttaranchal ",DEHRADUN,248197,TRUE
S0NW,MICROTROL STERILISATION SERVICES PRIVATE LIMITED,"R.S.NO.338, STATE HIGHWAY, VILLAGE BRAHMANWADA,  TALUKA - UNJHA, MEHSANA GUJARAT",MEHSANA,384135,TRUE
60402313,MIKHKAT AGRO INDUSTRIES PRIVATE LIMITED,DAHOD,DAHOD,380181,TRUE
KHURJA,"Minhas Pottery,","Minhas Pottery, C-1, Industrial Estate. G.T. Road, Khurja U.P. 203131",KHURJA,203131,TRUE
50015987,MIRC ELECTRONICS LTD,"Village Kudus Bhiwandi Wada, Dist. Palghar, Maharashtra",PALGHAR,421312,TRUE
MORENA,Morena,"Central Warehouse Gate No.2 Near Krishi Mandi, Parishar, Naina garh road Morena MP,",MORENA,476001,TRUE
PL-MORENA,MORENA MP,305 Shri Badridham Residenci Narayani Bali GALi Dattpur Murena ,MORENA,476001,TRUE
399A,Mr. Deepak,"Neerja International Inc Shri Gopal Nagar, Gopal Pura Bypass, Jaipur, Rajasthan",JAIPUR,302019,TRUE
LATUR,MSWC MIDC,MSWC MIDC Renapur Latur P2  Dist. Latur P2,LATUR,413527,TRUE
HINGOLI,"MSWC WH Jawala Bazar, Hingoli","Jawala Bazar, Hingoli",Hingoli,431705,TRUE
60116585,MUTUAL INDUSTRIES LIMITED,"Survey No. 166/2 Part 1, Village Tumb, Taluka Umargaon, Dist. Valsad, Gujarat - ",Valsad,396150,TRUE
NKPPL,N K Proteins Private Limited,"Kadi – Thor  Village – Thor, Taluka – Kadi, Dist – Mehsana  Mehsana- 382721, Gujarat",MEHSANA,382721,TRUE
BHAVNAGAR,NAFED MAHUVA,"NATIONAL AGRICULTURAL COOP MKTG FEDERATI,GSWC LOYANGA MAHUVA, BHAVNAGAR , GUJARAT ",BHAVNAGAR,364295,TRUE
F1FH,NAMAN MALL MANAGEMENT PL,"RNTMARG,INDORE",INDORE,452001,TRUE
NAMHO FASH,NAMHO FASHION LUDHIANA,"RRL jhajjar Rewari Road E8/1684, ST NO.6, NEW BASANT VIHAR KAKOW Nh  71 New Nh 352 Chainage Rd 401 370 LUDHIANA",LUDHIANA,141007,TRUE
834010,Namkum Industrial Area,"AT: 10-P, Namkum Industrial Area, Opp. Aaj Press, Ranchi - 834010   ",RANCHI,834010,TRUE
SLHD,NANDURBAR,NANDURBAR,NANDURBAR,425412,TRUE
BIKANER,Navhari Food Products Pvt. Ltd,"F-88-89 BICHHWAL INDUSTRIAL AREA,BIKANER- (RAJASTHAN)  ",BIKANER,334006,TRUE
RRL TRENDS,NDC SULTANPUR,"INDUSTRIAL PLOT 6, DADRI",JHAJJAR,124103,TRUE
AF_PLANT_3,"New Servey No 1076N, Old Servy No 821, Om Sai Brid","Ahmedabad, GJ 382430  ",AHMEDABAD,382430,TRUE
32181089,NEW VISHWAKARMA HANDICRAFTS,"Plot no. 7, khasra no. 1102 740, NEW VISHVAKARMA HANDICRAFTS, BEHIND BASNI POLICE, STATION, BASNI 2ND PHASE, Jodhpur, Rajasthan,",JODHPUR,342005,TRUE
220025831,NEXGEN FOOTWEARS PVT. LTD.,"H-42, UDYOG NAGAR, PEERAGARHI, WEST DELHI, DELHI-110041  ",DELHI,110043,TRUE
3101000550,"NH - 77, Bazaar, near R D High","NH - 77, Bazaar, near R D High School, Runni Saidpur Madhya, Chak Donai, Bihar",SITAMARHI,843328,TRUE
PL-KHARGON,"NIMRANI, KHARGONE",AKSHAT AGRO MILLING COMPANY PVT LTD PLOT NO 1-8 AND 23 TO 33 FOOD PROCESSING PARK INDUSTRIAL AREA AB ROAD NIMRANI,KHARGONE,451001,TRUE
NORANG,NORANG FLOUR MILLS PVT LTD,JHUNDPUR INDUSTRIAL AREA SONIPAT,SONIPAT,,TRUE
STVT,NTEX Transportation Service Pvt Ltd,"Surat, GUJARAT 394107",SURAT,394107,TRUE
30307006,"Nylon Hosiery Mills, LUDHIANA","B-32, E14/2004, Gurbax Nagar, Near Metro G.T. Road. Jalandher Bye Pass, Ludhiana ",LUDHIANA,141008,TRUE
OAM3,OAM3-AMAZON SELLER KATHWADA-1,"Ahmedabad GIDC KATHWADA  Ahmedabad, Gujarat 380005",AHMEDABAD,380005,TRUE
32001565,OCHRE CERAMIC & POTTERY,"SR NO 107, LAXMI NAGAR HADGUD, ANAND, GUJARAT ",ANAND,388110,TRUE
OCSX,OCSX -AMAZON SELLER KHATWADA-2,"Accurateproductsandservices84-85,girivarglobeindustrialpark,  Ahmedabad, Gujarat 382415",AHMEDABAD,382415,TRUE
30850092,OM POLYMERS,1404 &1417 MIE PART-B BAHADURGARH ( H.R  ,BAHADURGARH,124507,TRUE
OSFP,OM SAI FOOD PRODUCTS,"29000750  Add-76,PO KOLSANA,VIA MORALI BAZAR,NEAR SUGA ",NAVSARI,396436,TRUE
AF_PACIF_,"Oorja Industrial Zone - 10b, Pardi-padvala Road,be","Rajkot, GJ 360024  ",RAJKOT,360024,TRUE
T5GI,Opp Reliance Gujarati Medium School,"Sector 1 PO Petrochemicals Township,Refinery Road Village Undhera Vadodara GUJARAT",VADODARA,391345,TRUE
PALSANA-GJ,PALSANA SURAT,ULTRADENIM LIFESTYLE PRIVATE PLOT NO. C9  GUJARAT ECO TEXTILE PARK NATIONAL HIGHWAY 8  GUJARAT ,PALSANA,394315,TRUE
PL-DEHGAM,PANKAJ AGRO PROCESSING PVT LTD,OPP.MARADIYA FARM NEAR.RAILWA CROSSING DEHGAM GANDHINAGAR ROAD,DEHGAM,382305,TRUE
RAIGAD,PARAKH FOODS AND OILS LIMITED,"VILLEGE DEVNHAVE, PALI ROAD, KHOPOL RAIGAD MAHARASHTRA, 410203 RAIGARH(MH), Maharashtra ",RAIGAD,410203,TRUE
32021104,PARASRAM APPARELS,"PARASRAM APPARELS,449/6/7,STREE NO 0,,JANAKPURI.,NEW KIDWAI NAGAR,Ludhiana,141008",LUDHIANA,141008,TRUE
PARSONS,PARSONS NUTRITIONALS PVT LTD,"Parsons Nutritionals Pvt Ltd ,  Plot No – 5 , Site – IV , Industrial Area , Sahibabad , Ghaziabad – ( U.P. )",GHAZIABAD,201010,TRUE
60402120,PATAN / GAGLASAN,GAGLASAN,PATAN,384151,TRUE
32002472,PATOLA OF PATAN PRIVATE LIMITED,"PATOLAWALA FARM HOUSE, OUT SIDE PHATIPAL, GATE PATAN, GUJARAT  ",PATAN,384265,TRUE
S3ON,PBG INDW MP,GRAM DAKACHIYA TEHSIL SANWAR INDORE RRL C/0 PRANIK LOGISTICS INDORE,INDORE,452006,TRUE
30108556,Pg Electroplast Pvt. Ltd,"PG ELECTROPLAST PVT LTD,, KHASRA NO 268 AND 275, 15TH MILESTO, ROORKEE - DEHRADUN NATIONAL HIGHWAY, VILL-RAIPUR,PARGANA-BHAGWANPUR,, HARIDWAR UTTARANCHAL",ROORKEE,247667,TRUE
NOIDA,PG TECHNOPLAST PRIVATE LIMITED,"PLOT NO 76 SECTOR ECOTECH 12 GAUTAM BUDH NAGAR, UTTAR PRADESH  INDIA ",NOIDA,201306,TRUE
60115296,PGP GLASS PVT LTD,"Off-Masar Chowkadi, Masar Gajera Road, Ucchad Village, Jambusar Taluka Bharuch",Jambusar,392150,TRUE
SLXP,PL - AHMEDNAGAR,Saideep Foams Pvt Ltd Plot No A11/2 Nagpur Midc Ahmadnagar Maharashtra,AHMEDNAGAR,,TRUE
PL-AGRA,PL AGRA FOOTWEAR,ELAHI FOOTWEAR CONCEPTS,AGRA,223007,TRUE
PL-ANAND,PL ANAND,SYPRAM WORLD TRADE PVT LTD  268NEAR SINJI WADA KANALTARAPUR-    AHMEDABAD ROAD - TARAPUR-388  CITY CODE -388180 DIST-ANAND,ANAND,388180,TRUE
PL-ASANGAO,PL ASANGAON VENDOR,"VIVA COSMETICS, C1/1 TO 6, RADHEYSHYAM INDUSTRIES  ASANGAON, TALUKA - SHAHAPURA, DIST THANE ",ASANGAON,421601,TRUE
PL-B'GARH,PL BAHADURGARH,"OM POLYMERS, MIE PART B",BAHADURGARH,124507,TRUE
PL-GHA'BAD,PL GHAZIABAD,"SONAM COLLECTION, TRONICA CITY",GHAZIABAD,201102,TRUE
PL-LUDHIAN,PL LUDHIANA,"LIKE KNITTING,  GT ROAD BYEPASS",LUDHIANA,141003,TRUE
PL Mahesan,PL Warehouse,NA,MAHESANA,384001,TRUE
PL-LIMBASI,PL WAREHOUSE LIMBASI,"KASHI AGRO BLOCK NO. 355 360 361 MALAWADA CROSSING  LIMBASI TA MATAR, LIMBASI, DIST KHEDA ",LIMBASI,387520,TRUE
PL-MAHEMDA,"PL WAREHOUSE MAHEMADABAD, DIST KHEDA",MAHEMDAVBAD,MAHEMADABAD,387130,TRUE
PL-RAJKOT,PL WAREHOUSE RAJKOT,RAJKOT,RAJKOT,360001,TRUE
PL-VAPI,PL WAREHOUSE VAPI,"M/S ACCRA PAC INDIA PVT LTD. PLOT NO. 1105, 3RD PHASE, GIDC VAPI -396195",VAPI,396195,TRUE
PL-ROORKEE,PL- ROORKEE WAREHOUSE,"Plot No: 12 (A), Raipur Sahkari Udyogik Kshetra, Village Raipur, (Bhagwanpur), Roorkee - ",ROORKEE,247667,TRUE
PL-PALGHAR,PL-PALGHAR ATLAS COMMODITIES,"M/s Atlas Commodities, 1010 DONGRIPADA, KAMAN BHIWANDI ROAD,KAMAN,TAL-VASAI, DIST-PALGHAR- 401208",PALGHAR,401208,TRUE
AF_PLAN__A,"Plantex, Plot No-5/a, Road No-1, Kathwada Gidc, Od","Ahmedabad, GJ 382430  ",AHMEDABAD,382430,TRUE
AF_LEOTU,"Plot No. 3, Ode-pirana Road,","Ahmedabad, GJ 382427",AHMEDABAD,382427,TRUE
PL(JAIPUR),"PLOT NO.A-118,B-119 & B-120","VISHWAKARMA INDUSTRIAL AREA,ROAD NO. 9,JAIPUR-",JAIPUR,302013,TRUE
PL-SURAT,POSHTIK FOOD PRODUCTS LLP,"PLOT NO. 45, GUJARAT AGRO INFRASTRUCTURE, SURAT",SURAT,394421,TRUE
32180600,PRACHI EXPORTS,"SF AND BASEMENT, B-104, OKHLA INDUS,AREA,PHASE-1, NEW DELHI,SOUTH DELHI, DELHI, ",DELHI,110020,TRUE
32000107,PRAGATI HANDICRAFTS,"PRAGATI HANDICRAFTS 7/3216, DHOBISHERI SAIYEDPURA, NR. RAMPURA PETROL PUMP SURAT SURAT, Gujarat ",SURAT,395003,TRUE
PGC,PRASAD GWK COOLTECH PVT. LTD.,"PLOT NO. 4/A-4, PHASE-I,,G.I.D.C., INDUSTRIAL ESTATE, VATVA,, AHMEDABAD-GUJARAT-",AHMEDABAD,382445,TRUE
60400232,Pushpam Foods & Beverages Pvt. Ltd,"Gat No 104/2A,Village Borate Vasti,Nandur,Pune,Maharashtra",PUNE,412202,TRUE
223163935,PUSHTI PRINT,"PUSHTI PRINT Tarapra Udhyog Nagar,  Bhadar Sama Kanthe, Jetpur     ",JETPUR,360370,TRUE
LUDHIANA,PVT LTD LUDHIANA,"VPO JANDIALI, NEAR KOHARA, CHANDIGHAD ROAD, LUDHIANA",LUDHIANA,141001,TRUE
SL3A,QSCPL VF GJ AHM BAVLA GROCERY,BAVLA,BAVLA,,TRUE
SI05,QSCPL VF GJ AHMBAVLA GROCERY,KOCHARIYA BAVLA,BAVLA,,TRUE
S2GZ,QSCPL VF Kolkata PL DC,HOWRAH,HOWRAH,,TRUE
SP9J,QSCPL VF MH Kolhapur GCR DC,KOLHAPUR,KOLHAPUR,,TRUE
S0IY,QSCPL VF MH PUNE CHAKAN DC,ESR Chakan II Industrial&Logistics ParK Village  Ambethan Tal Khed Chakan,PUNE,410501,TRUE
SCB0,QSOPL VF TVS WADPE BHIWANDI DC,BHIWANDI MAHARASHTRA,BHIWANDI,,TRUE
SZBL,QWIK Supply Chain Private Ltd,"SZBL Portico DC Jhajjar, QWIK Supply Chain Private Ltd, Rewari Road Nh 71 New Nh 352 Chainage Rd 401 370, Village Ghijarod, Raipur, Jhajjar",JHAJJAR,124103,TRUE
SADW,QWIK Supply Chain Private Ltd BHW,QSCPL VF-BHW-Milestone Compound SN43/1/2A/1C 44/1D/A/C 45/1A/2A/2B 46/1A 1B/C/D/3E/4E/1E/7B/7A A5/6/8 Milestone Compd Ind Coop Vlg Dive Anjur Bhiwandi Thane,THANE,421302,TRUE
QWIK,QWIK Supply Chain Pvt Ltd.,"Khewat/Khata No.489/503 Mustkil, Toatl Land, 17 Kannal, 7 Marla Share Salam, No 57, Killa No 8 & 9, 122004 GURGAON,Haryana(06),122004",GURGAON,122004,TRUE
32001424,R K Studio Potteries,"Plot no. 8 Opp. S S Global School, Gurukul Industrial Area Sec - 38, Faridabad Haryana",NOIDA,121003,TRUE
RV FOOD,R.V.FOOD PRODUCTS,"R.V.FOOD PRODUCTS  PLOT NO.624 PLOT NO.624, PHASE, NARODA",AHMEDABAD,380038,TRUE
HMH6,"R1, Shakti Logistics Park- Phase II","R1, Shakti Logistics Park- Phase II , Mumbai-Nashik Highway (NH-160),  MUMBAI, MAHARASHTRA 421302",MUMBAI,421302,TRUE
10199000,RAJEEV INDUSTRIES 36 INDUSTRIAL AREA,"RAJEEV INDUSTRIES TRILOKPUR ROAD KALA AMB KALA AMB SI SIRMAUR, Himachal Pradesh India",SIRMAUR,171226,TRUE
223652937,RAJYAREKHA TRADE PVT. LTD,"PLOT NO. 1021 MIE PART A , BAHDURGARH, HARYANA",BAHADURGARH,124507,TRUE
32001092,Ram Gopal Blue Pottery,"81, VISHNU GARDEN OPP. SANGANER AIRPORT TONK ROAD JAIPUR, Rajasthan ",JAIPUR,302029,TRUE
BAVLA,Ramdev and Fine Taste Foods Private Limited," SURVEY NO:397, 400, 405, 406, 415, 416 VILLCHIYADA,TA-BAVLA, DI-AHMEDABAD-",BAVLA,382220,TRUE
382220,RAMDEV FOOD PRODUCTS PVT. LTD.,"RAMDEV SPICE WORLD, CHANGODER",BAVLA,322220,TRUE
32001152,Ramesh Handicrafts,"70, Old Amer Road, JDA Market, Kanwar Nagar, Opp. Vijay Senior School, Jaipur, Rajasthan",JAIPUR,302002,TRUE
30852011,RASHI NX,"413, SAI DARSHAN MARKET, RING ROAD",SURAT,395002,TRUE
RFPP,RASRASNA FOOD PRODUCTS(I)PRIVATE LIMITED,"E-66, BICHHWAL INDUSTRIAL AREA,BIKANER",BIKANER,334006,TRUE
60400218,RAVI INDUSTRIES,",BAREILLY, Uttar Pradesh",BAREILY,,TRUE
60400749,RAVI OIL REFINERIES,RAJKOT,RAJKOT,,TRUE
222498730,RAVI POLYESTER PVT LTD,"PLOT NO:-2302, G.I.D.C., SACHIN, ROAD NO:-2 SURAT   ",SURAT,394230,TRUE
PITHAMPUR,"Reliance Brands Limited, Pithampur","Millennium Babycares Pvt Ltd,Plot No 111 112 Sector No 2, Pithumpur Industrial Area Pithampur",PITHAMPUR,454775,TRUE
SLR2,Reliance Brands Ltd - Mothercare,"Swara Baby Products Pvt Ltd,  Plot No 598 599 Sector 3,  Industrial Area Pithampur, DHAR",PITHAMPUR,454775,TRUE
SH1R,RELIANCE CONSUMER PRODUCTS LIMITED," Plot No 1 2 3 4 Revenue Survey No 111p1 111P2,At Mota Mahika Bhunava, Mota Mahika Road Mota Mahika GONDAL Gujarat ",RAJKOT,360311,TRUE
SARO,"RELIANCE CONSUMER PRODUCTS LIMITED,",Ms Ozpure FnB Pvt Ltd Sno -112 and 122/1Kalamkhand Manor-Wada Wada palghar VADA Maharashtra- ,PALGHAR,421303,TRUE
SAI4,"RELIANCE CONSUMER PRODUCTS LIMITED,.", Plot no 20 GIDC Manjusar Savli SAVLI Gujarat - ,VADODARA,391775,TRUE
SAL3,RELIANCE CONSUMER PRODUCTS LIMITED.,Plot No 228 Vadodara Jambusar Highway Near Padra Dabhasa PADRA Gujarat - ,VADODARA,391440,TRUE
ST4S,Reliance Consumer Products Ltd Village Kulana,"Patauda,HR",JHAJJAR,124108,TRUE
S4SZ,RELIANCE CONSUMER PRODUCTS. LIMITED, Shed No 2 Ground Floor Block No 505 Mouje Aslali Taluka Daskroi Ahmedabad Ahmedabad Gujarat -  ,AHMEDABAD,382430,TRUE
GWL,RELIANCE RETAIL LIMITED [GWALIOR FC,"RELIANCE RETAIL LIMITED [GWALIOR FC PLOT.NO.994,WARD NO.13, BARAGHATA INDUSTRIAL AREA NEARBY VICKY FACTORY SQUARE",GWALIOR,474009,TRUE
SK43,Reliance Retail Limited Faridabad,"Khatoni NO. 12/2, 19/1, 19/2, 22 Village Mawai 66 FT Road Faridabad Haryana. ",FARIDABAD,121002,TRUE
VLCK,RELIANCE RETAIL LIMITED HARIDWAR FC,"RELIANCE RETAIL LIMITED HARIDWAR FC Khasra no. 1828 - 1830 Near Prince Pipe gate -4, Denso chowk, Bahadrabad Salempur Mehdood IP-II Haridwar, Uttarakhand",HARIDWAR,249402,TRUE
T5OO,Reliance Retail Limited khasra no- 1234/3/1,Near Bapu asharam Rajokari villagenew delhi-110038,DELHI,110038,TRUE
SZ9P,Reliance Retail Limited QSCPL VF MP Indore DC QWIK,"QSCPL-MP-DC-IND-008 135/1136/ 1141/1/1 & 142/1/2 Ab Rd, Vill Arjun Tehsil Sanwer 453771 INDORE MP",INDORE,453771,TRUE
PATIALA,"Reliance Retail Limited, E-Grocery RMFC Patiala","Khewat No-3 Khatauni No-6,Vill-Bir Bahadurgarh and Khewat No-30,,Khatauni No-40, Village Kasba alias Rurki Tehsil Patiala",PATIALA,147021,TRUE
S1OP,Reliance Retail Limited., AMTA AMTA BAGNAN ROAD DEORA Howrah AMTA2 West Bengal,HOWRAH,711401,TRUE
BHAMBOLI,Reliance Retail Ltd,"Building 700, Interspace Chakan III, Chakan MIDC Phase II Bhamboli, Pune",PUNE,410501,TRUE
SANATHAL,Reliance Retail Ltd. Sanathal Warehouse,"SURVEY NO.278 & 234 LOT NO : 54 & 95, SP RING ROAD, Sanathal OKAF, AHMADABAD GUJARAT",AHMEDABAD,382210,TRUE
T5GJ,"Reliance Retail, Opposite Commando",Complex. Bahadargarh Patiala.,PATIALA,147021,TRUE
20005115,RELISH FOODS,"KILERAMA, KHASRA NO 128 VILLAGE DALPATPURA, NEAR JATAKHEDA ROAD INDORE BHOPAL HIGHWAY, ASHTA, ASHTA MADHYA PRADESH",ASHTA,466116,TRUE
BCTX,Renaissance industrial,"smart city Vashere village  BHIWANDI, MAHARASHTRA",BHIWANDI,421302,TRUE
60115828,RISIVEDA HERBAL PRODUCTS PRIVATE LIMITED,"PLOT 30D, SECTOR 11 SIDCUL, HARIDWAR, Haridwar, Uttarakhand, 249403  Haridwar, Uttarakhand",HARIDWAR,249403,TRUE
32001159,RK DESIGN,"56, BUS STAND, VILL KHORA SHYAMDAS, TEHSIL AMER JAIPUR RAJASTHAN",JAIPUR,303704,TRUE
S950,RMFC Patiala,"Reliance Retail Limited, E-Grocery RMFC Patiala,  Khewat No-3 Khatauni No-6, Vill-Bir Bahadurgarh and Khewat No-30, Khatauni No-40, Village Kasba alias Rurki Tehsil Patiala, Patiala",PATIALA,147021,TRUE
80018344,ROYAL PLASTOCRAFT PVT LTD,"ROYAL PLASTOCRAFT PVT LTD SP 5 -1, RIICO INDUSTRIAL AREA, GHILOTH TEHSIL – NEEMRANA",NEEMRANA,301706,TRUE
RR JAIN,RR JAIN INDUSTRIES,"SHARMAN RATTAN ENCLAVE,BAHADUR KE LUDHIANA PUNJAB ",LUDHIANA,141008,TRUE
TXIX,RRL,NOIDA GAUTHAM BUDDHA NAGAR UTTAR PRADESH,NOIDA,201301,TRUE
KISHANGANJ,"RRL , KISHANGANJ","Central Warehousing Corporation, Reliance Retail Ltd, Paschimplai",KISHANGANJ,855107,TRUE
NAGPUR,RRL 20 Cube Warehousing & Distribution Ltd,"W/H ADD : KH NO 16, CHINCHBHUWAN, 14 MAIL, NEAR HP PETROL PUMP, KALMESHWAR ROAD, VILLAGE NIMJI, TAH KALMESHWAR",NAGPUR,441501,TRUE
S3WL,RRL Agri sourcing Prerna Reliance Retail Limited,"Prerna Garg Chamber No, 01 & 02 Khasra No 40-2 ,4-0, 40-3,1-0,Situated in the revenue state village Hamidpur ALIPUR",ALIPUR,110036,TRUE
V1PX,RRL Ahmedabad Distribution Ce VS GIDC,"Naroda,Naroda Industrial Estate,AHMEDABA(Gujarat)",AHMEDABAD,382330,TRUE
60014972,RRL Ahmedabad Processing Centr,AHMEDABAD,AHMEDABAD,,TRUE
SB85,RRL Ajio B2B CDC,"Jaipur Logistics Park,Bagru, NH8, Jaipur (RJ) ",JAIPUR,303007,TRUE
S3UT,RRL AJIO B2B khopoli 2 DC,Reliance Retail Limited Building No B 500 Ikshita Logistics Park Indospace logistic Park Khopoli vlg Ajivali taluka Khalapur raigad KHOPOLI,KHOPOLI,410203,TRUE
SD72,RRL AKBARPUR SONEPAT PL DC,Reliance Retail Limited SR Techno Soft Pvt Ltd Kh No 101//1/1/21 11/2/1 102//5/2/3 5/2/2 5/4/1/2 5/4/22 6 VILLAGE AKBARPUR BAROTA DISTRICT SONIPAT ,SONIPAT,131103,TRUE
F1UH,RRL AMBAWADI,"RRL KOLONNADE CENTRE OPP. SAFFRON TOWER, AMABAVADI",AHMEDABAD,380006,TRUE
WALUJ,RRL AURANGABAD,Reliance Retail Limited Gut No 49 Opp Garware Hytech filling At Naigaon Post Waluj Tal Gaangapur   Dist Aurangabad Pune Nagar Highway  ,AURANGABAD,431133,TRUE
BHARATPUR,RRL BHARATPUR,"Reliance Retail Limited, Central Warehousing Plot No G 162-165 Brij Industrial Area behind Nafed Plant Bharatpur",BHARATPUR,321001,TRUE
8909,RRL CDIT  Orion Business Park,Reliance Retail Limited Ground flor next to cinewounder mall gb road thane gb road thane ,MUMBAI,400607,TRUE
