Address Code,Address Title,Address Line 1,Address Line 2,City/Town,Postal Code,Country,GST Category,Origin Address,State
BEAWAR 2,SMART HUB BEAWAR RRL,"RELIANCE RETAIL LIMITED, CENTRAL WAREHOUSE 2, FRONT OF RIICO INDUSTRIAL AREA, GRAM GOHANA, BEAWAR, RAJASTHAN",305925,BEAWAR,,India,Unregistered,TRUE,Gujarat
BHAMBOLI,RELIANCE RETAIL LTD,"BUILDING 700, INTERSPACE CHAKAN III, CHAKAN MIDC PHASE II BHAMBOLI, PUNE",410501,PUNE,,India,Unregistered,TRUE,Gujarat
BHARATPUR,RRL BHARATPUR,"RELIANCE RETAIL LIMITED, CENTRAL WAREHOUSING PLOT NO G 162-165 BRIJ INDUSTRIAL AREA BEHIND NAFED PLANT BHARATPUR",321001,BHARATPUR,,India,Unregistered,TRUE,Gujarat
BHIND,SMART HUB BHIND RRL,"CENTRAL WAREHOUSE, GODOWN NO.1, LAHAR ROAD, INDUSTRIAL AREA",477001,BHIND,,India,Unregistered,TRUE,Gujarat
BHIWANDI,"RELIANCE VF DC MANKOLI, BHIWANDI-","RELIANCE VF DC MANKOLI, BHIWANDI-",421302,BHIWANDI,,India,Unregistered,TRUE,Gujarat
BHOPAL,RRL DIGITAL DC BHOPAL,"BARRAI VILLAGE, KHASRA NUMBER 234/5 & 235/4, BHOPAL",462026,BHOPAL,,India,Unregistered,TRUE,Gujarat
BHOPAL 2,RRL BHOPAL,RELIANCE RETAIL LIMITED BLUE SKY WH & SUN KH N262/2/3 256/2/2/1 257/1/2 TO 253/2 VLG PIPALIYA JAHIRPEER NR KISHAN KANTA BOCL PETROL PUMP BYPS RD BHOPAL,462010,BHOPAL,,India,Unregistered,TRUE,Gujarat
BHRT,BRIJ HONEY PVT LTD,"VILLAGE TEHRA LODHA NH 11 AGRA HIGHWAY BHARATPUR, RAJASTHAN INDIA",321001,BHARATPUR,,India,Unregistered,TRUE,Gujarat
BIKANER,NAVHARI FOOD PRODUCTS PVT. LTD,"F-88-89 BICHHWAL INDUSTRIAL AREA, BIKANER- (RAJASTHAN)",334006,BIKANER,,India,Unregistered,TRUE,Gujarat
BIKANO,BIKANERVALA FOODS PVT LTD,"PLOT NO-21, SECTOR-24, FARIDABAD, FARIDABAD HARYANA",121001,FARIDABAD,,India,Unregistered,TRUE,Gujarat
BNG,BNG FASHION GEARS PVT. LTD.,"PLOT NO- 319, 320, SEC-17, HSIIDC, BAHADURGHAR, HR",124507,BAHADURGARH,,India,Unregistered,TRUE,Gujarat
BOM5,RENAISSANCE INDUSTRIAL SMART,"CITY, KALYAN SAPE ROAD THANE, MAHARASHTRA 421302",421302,KALYAN,,India,Unregistered,TRUE,Gujarat
BSB,"SPIN132103756 OPP.MEHAK FARM, SHRI RAM MARG, P","BSB_SPIN_132103_756 OPP.MEHAK FARM, SHRI RAM MARG, PANIPAT, HR 132103",132103,PANIPAT,,India,Unregistered,TRUE,Gujarat
CB08,PL - CHENNAI,"C/O. S.N.D ENTERPRISES, SURVEY NO.461/2C, REDHILLS-AMBATTUR RO, PUZHAL VILLAGE, AMBATTUR TALUK, - CHENNAI",600062,CHENNAI,,India,Unregistered,TRUE,Gujarat
CF08 & Y122,VF DC,"WAREHOUSE NOS. 96 & 104, INDIAN CORPORATION, DAPODI ROAD, OPP GAJANAND PETROL PUMP, MANKOLI NAKA",421202,BHIWANDI,,India,Unregistered,TRUE,Gujarat
CHHINDWARA,CHHINDWARA,"CENTRAL WAREHOUSE, GODOWN NO. 01, NARSINGHPUR ROAD, VILLAGE JAUMINA, CHHINDWARA (M.P)",480223,CHHINDWARA,,India,Unregistered,TRUE,Gujarat
CHOMU,CENTRAL WAREHOUSING GODOWN,"CENTRAL WAREHOUSING GODOWN NO 1A, 2A, 2B, 5A, 5B VIA UDAIPURIA PO BHOPA?WAS, CHOMU",303807,CHOMU,,India,Unregistered,TRUE,Gujarat
CM08,"VF DC, WAGHOLI","VARUN WARE HOUSING CORPORATION, GATE NO. 497 / 498, KATKEWADII, WAGHOLI, TALUKA HAVELI, PUNE",412207,PUNE,,India,Unregistered,TRUE,Gujarat
CONA FWEAR,CONA FOOTWEAR INDIA PVT LTD,"C29/1 SITE-C UPSIDC SIKANDRA, AGRA",282007,AGRA,,India,Unregistered,TRUE,Gujarat
CPC-PUNJAB,SNS WAXING PLANT,"SNS WAXING PLANT, SAYADWALA, ABHOR, PANJAB",152116,ABHOR,,India,Unregistered,TRUE,Gujarat
CT08,VF DC JAIPUR,"PLOT NO B-192, ROAD NO. 9F, VKI",0,JAIPUR,,India,Unregistered,TRUE,Gujarat
CTC1,RRL JAIPUR CPC,RRL JAIPUR CPC BLUMA B192 ROAD NO. 9 F VISWAKARMA INDUSTRIAL AREA JAIPUR,302013,JAIPUR,,India,Unregistered,TRUE,Gujarat
DAMOH,DAMOH,DAMOH,470661,DAMOH,,India,Unregistered,TRUE,Gujarat
DC11,METRO CASH & CARRY INDIA PVT LTD,"HADBAST NO. 44 AND 46, IN ZIRAKPUR, MOHALI",140603,MOHALI,,India,Unregistered,TRUE,Gujarat
DEEP,DEEP ENTERPRISES,"PLOT NO 3278, G.F BLOCK-J, DSIDC NARELA INDUSTRIAL AREA, NEW DELHI",110040,DELHI,,India,Unregistered,TRUE,Gujarat
DEHRADUN,MG SHAHANI & CO DELHI PVT LTD,"PLOT NO : 30, PHARMA CITY, INDUSTRIAL AREA, SELAQUI. DEHRADUN. UTTARANCHAL",248197,DEHRADUN,,India,Unregistered,TRUE,Gujarat
DHARUHERA,RRL-NORTH-HR-DHARUHERA,RELIANCE RETAIL LIMITED SCHENKER INDIA PVT LTD HADBAST NO 191 KHEWAT KHATUNI NO 8 MUSTATIL NO 17 KILLA NO 11 2 3 12 DIST REWARI,123106,DHARUHERA,,India,Unregistered,TRUE,Gujarat
DIXON,DIXON TECHNOLOGIES,"C-3/1CENTRAL HOPE TOWN INDUSTRIAL AREA SELAQUI DEHRADUN, UTTARANCHAL",247670,DEHRADUN,,India,Unregistered,TRUE,Gujarat
DR08,"VF DC, NEELAMANGALA","NO 53/1 OPP UNIBIC BISCUIT FACTORY, ALAGURU HEGGADADEVANAPURA, GOLDEN SPA ROAD, NELAMANGALA - 562123 BANGALORE",562123,BANGALORE,,India,Unregistered,TRUE,Gujarat
EA08,VF DC GURGAON (PATAUDI),RRL GURGAON DRY DC TAJ NAGAR ROAD JAMALPUR CHOWK TEHSIL - FARUKHNAGAR VILLAGE TAJ NAGAR DISTT GURGAON .,NA,GURUGRAM,,India,Unregistered,TRUE,Gujarat
EV08,"VF DC, BHOPAL","19/8, MILE STONE, SAD WAREHOUSE VILLAGE CHHAN, BHOJPUR ROAD BHOPAL",462047,BHOPAL,,India,Unregistered,TRUE,Gujarat
F1BD,RRL POONAM MALL,"VIP ROAD, KHASRA NO. 91, NORTH AMBASARI ROAD",440010,NAGPUR,,India,Unregistered,TRUE,Gujarat
F1CG,"FF-KALYAN-SARVODAYA MALL , RELIANCE RETAIL LTD","SARVODAYA MALL, KALYAN SHILPHATA ROAD, NEAR PATRI POOL, KALYAN",421301,KALYAN,,India,Unregistered,TRUE,Gujarat
F1FH,NAMAN MALL MANAGEMENT PL,"RNTMARG, INDORE",452001,INDORE,,India,Unregistered,TRUE,Gujarat
F1JA,MDC-NAGPUR-WADGAON HINGNA-GM-HF,MDC-NAGPUR-WADGAON HINGNA-GM-HF SURVEY NO.60/1/2/3/B 83/2 84 85/A&B 86 TO 90 91/1 91/4/A&B WADGAON HINGNA NAGPUR,441122,NAGPUR,,India,Unregistered,TRUE,Gujarat
F1QC,MDC- NAGPUR- WADGAON,HINGNA,440010,NAGPUR,,India,Unregistered,TRUE,Gujarat
FARRUKHNAG,RRL CDIT FARRUKHNAGAR DC,RRL CDIT FARRUKHNAGAR DC EMBASSY INDUSTRIAL PARK,122506,FARRUKHNAGAR,,India,Unregistered,TRUE,Gujarat
FC Nagpur,SMART FC,"NO 471 TO 476 MOUZA KHUMARI PS K 12, KHASRA NO 41-43 MOUZA KOKARDA KHUMARI TEHSIL KAMLESHWAR NAGPUR, MAHARASHTRA",441502,NAGPUR,,India,Unregistered,TRUE,Gujarat
FD08,"VF DC, DASANPURA HOBALI","SY NOS. 15/1 AND 16/1 ADAKAMARANAHALLI VILLAGE, DASANAPURA HOBLI, BANGALORE",562162,BANGALORE,,India,Unregistered,TRUE,Gujarat
FERRO PL,FERRO SONA GARMENTS,"PVT. LTD. RAHON ROAD, MANGAT ROAD, VILLAGE- KHAWAJKE, LUDHIANA-",141007,LUDHIANA,,India,Unregistered,TRUE,Gujarat
FR28,SB BHOPAL AURA MALL GULMOHAR,SECTOR E8 ARERA COLONY AURA MALL OPP RAJIV GANDHI COLLEGE GULMOHAR ( BHOPAL,462039,BHOPAL,,India,Unregistered,TRUE,Gujarat
FRAZ,BANUR DC,RAJPURA,140401,RAJPURA,,India,Unregistered,TRUE,Gujarat
FRBG,SBZ PB LDH SILVER ARC FEROZEP,SBZ PB LUDHIANA SILVER ARC FEROZEPUR RD. BXX 622 GURDEV NAGAR. LUDHIANA (PB),141001,LUDHIANA,,India,Unregistered,TRUE,Gujarat
FRFT,SBZ PB AMRITSAR TRILIUM MALL VR AMBARSAR,"PLOT NO 4 MEDICAL. ENCLAVE OPPOSITE BASANT, AVENUE CIRCULAR ROAD. AMRITSAR",143001,AMRITSAR,,India,Unregistered,TRUE,Gujarat
FRGV,"METRO CASH & CARRY INDIA PVT LTD,","T3DS, VASAL MALL, CIVIL LINE RAOD, OPPT PRESIDENT HOTAL, JALANDHAR PUNJAB",144001,JALANDHAR,,India,Unregistered,TRUE,Gujarat
GHAZIABAD,MMX FOODS PVT LTD,"MMX FOODS PRIVATE LIMITED, MMX MALL, GT ROAD, MOHAN NAGAR, GHAZIABAD, UTTAR PRADESH",201007,GHAZIABAD,,India,Unregistered,TRUE,Gujarat
GNNH,AMAZON SELLER SONI NI CHAWL,"ADARSH INDUSTRIAL ESTATE AHMEDABAD, GUJARAT 38002",38002,AHMEDABAD,,India,Unregistered,TRUE,Gujarat
G-NOIDA,"ECOTECH-11, UDYOG VIHAR","PLOT NO.42(KHASRA NO6661-662) ECOTECH-11, UDYOG VIHAR, GREATER NOIDA, UP, GAUTAM BUDDHA NAGAR, UTTAR PRADESH-",201306,NOIDA,,India,Unregistered,TRUE,Gujarat
GONDIA,CWC GONDIA,"CENTRAL WAREHOUSE GONDIA-1, SARA TOLY, MURRI ROAD. BEHIND SINDHI SCHOOL. GONDIA",441601,GONDIA,,India,Unregistered,TRUE,Gujarat
GR-INTERNA,GR INTERNATIONAL,"KHASRA NO.1410, MAUJA BAIPUR AGRA-MATHURA ROAD, SIKANDRA",282007,AGRA,,India,Unregistered,TRUE,Gujarat
GURGAON,SCHENKER INDIA WAREHOUSE,"REVENUE ESTATE KILA#51 17 24 VILLAGE KHURUMPUR TEHSIL FARUKHNAGAR GURGAON, HARYANA",122506,GURGAON,,India,Unregistered,TRUE,Gujarat
GWL,RELIANCE RETAIL LTD [GWALIOR FC,"RELIANCE RETAIL LIMITED [GWALIOR FC PLOT.NO.994, WARD NO.13, BARAGHATA INDUSTRIAL AREA NEARBY VICKY FACTORY SQUARE",474009,GWALIOR,,India,Unregistered,TRUE,Gujarat
HANUMANGAR,HANUMANGARH,"SB WAREHOUSING, CHAK 7 HMH, TIBBI ROAD, HANUMANGARH TOWN",335513,HANUMANGARH,,India,Unregistered,TRUE,Gujarat
HARIDWAR,KANJ PRODUCTS PVT LTD,"PLOT NO. 71 AND 72, SECTOR 8A, IIE SIDCUL, HARIDWAR UTTARANCHAL",249403,HARIDWAR,,India,Unregistered,TRUE,Gujarat
HARIDWAR 2,GINNI FILAMENTS LTD.,"(CONSUMER PRODUCT DIVISION) PLOT NO.-98, SECTOR-5, IIE, SIDCUL, HARIDWAR (U.K)",249403,HARIDWAR,,India,Unregistered,TRUE,Gujarat
Haryana,INDO NISSIN FOODS PVT LTD.,"91 KMS, NH-8, DELHI- JAIPUR ROAD, VILLAGE DEODHAI, TESHI BAWAL. DIST: REWARI, HARYANA",123401,REWARI,,India,Unregistered,TRUE,Gujarat
HINGOLI,"MSWC WH JAWALA BAZAR, HINGOLI","JAWALA BAZAR, HINGOLI",431705,HINGOLI,,India,Unregistered,TRUE,Gujarat
IDX2,SHIV LOGISTIC PARK,"KHASRA NO 282/1/2/2 INDORE, MADHYA PRADESH",453771,INDORE,,India,Unregistered,TRUE,Gujarat
INDORE,SHIVANI DETERGENTS,"PLOT NO. 41 C, E & F SELLER QUOT. REF SECTOR II, PITHAMPUR, DHAR, DHAR MADHYA PRADESH, PIN-CODE: INDIA",454775,INDORE,,India,Unregistered,TRUE,Gujarat
ISK3,ISK3,"ROYAL WAREHOUSING AND LOGISTICS LLP, SURVEY NUMBER 45 BHIWANDI, MAHARASHTRA 421302",421302,BHIWANDI,,India,Unregistered,TRUE,Gujarat
JAGDALPUR,JAGDALPUR,"KHASRA NO-63 PH NO 9, NH43, VILG: NAKTI SAMER, PO ADAWAL JAGDALPUR",494001,JAGDALPUR,,India,Unregistered,TRUE,Gujarat
JAIPUR,RRL VF RJ JAIPUR,"MOTU KA BAS GCR DC, KHASRA NO 76 TO 96 98 118, VILLAGE MOTU KA BAS TEHSIL AMER, JAIPUR",303704,JAIPUR,,India,Unregistered,TRUE,Gujarat
JAIPUR DC,RRL JAIPUR DIGITAL DC,SP-2033 INDUSTRIAL AREARAMCHANDRAPURA SITAPURA EXTENSION SITAPURA 302022 JAIPUR (RAJ.),302022,JAIPUR,,India,Unregistered,TRUE,Gujarat
JALANDHAR,J.B. INTERNATIONAL,"VILLAGE SANGALSOHAL NEAR WARIYANA IND. COMPLEX, KAPURTHALA ROAD JALANDHAR",144013,JALANDHAR,,India,Unregistered,TRUE,Gujarat
JALANDHAR2,RRL JALANDHAR,"RELIANCE RETAIL LIMITED, E GROCERY FC JALANDHAR NURPUR",144001,JALANDHAR,,India,Unregistered,TRUE,Gujarat
JANAK LUDH,JANAK SONS KNITWEAR PVT LTD,"VILLAGE MEHARBAN, RAHON ROAD, LUDHIANA - PUNJAB, INDIA",141007,LUDHIANA,,India,Unregistered,TRUE,Gujarat
JASPUR,"ZIPPY EDIBLE PRODUCTS PVT LTD,","TALABPUR THAKURDWARA ROAD JASPUR, DIST. - U S NAGAR, UTTARAKHAND.",244712,JASPUR,,India,Unregistered,TRUE,Gujarat
JDPL,JAIPUR DESIGNS,"JAIPUR DESIGNS PVT LTD H-11, RIICO INDUSTRIAL AREA MANSAROVER",302020,JAIPUR,,India,Unregistered,TRUE,Gujarat
JHUNJHUNU,SMART HUB JHUNJHUNU,"RRL, CENTRAL WAREHOUE, RICCO INDS.AREA, JHUNJHUNU",333001,JHUNJHUNU,,India,Unregistered,TRUE,Gujarat
JRV NOIDA,JRV INDUSTRIES LLP,"INDUSTRIAL PROPERTY, B-6 2ED FLOOR, SEC-88, GAUTAM BUDDHA NAGAR, NOIDA, UTTAR PRADESH",201305,NOIDA,,India,Unregistered,TRUE,Gujarat
KANPUR,"KANPUR EDIBLESS PVT LTD,","GATE NO.190.201.RANIA, AKBARPUR TAHSIL. KANPUR DEHAT, UP",209304,KANPUR,,India,Unregistered,TRUE,Gujarat
KARANJA,"KARANJA LAD, WASHIM","BULDHANA URBAN WH NAGPUR HIGHWAY RAOD, SAWARKAR CHOWK KARANJA LAD DIST. WASHIM -",444105,KARANJA,,India,Unregistered,TRUE,Gujarat
KASHYAP,KASHYAP FOOTWEAR INDUSTRIES,"C-96 EPIP EXPORT PARK SHASTRIPURAM SIKANDRA, AGRA",282007,AGRA,,India,Unregistered,TRUE,Gujarat
KATNI,"SMART FC, KATNI",CWC WAREHOUSE NEAR GALLA MANDI KATNI,483501,KATNI,,India,Unregistered,TRUE,Gujarat
KB CREATIO,K. B. CREATION,INDIVIDUAL OR PROPRIETOR RAM GOPAL CHHIPA PALOWALON KA BAGH NEAR SAINI MISTHAN BHANDAR SANGANER,302029,JAIPUR,,India,Unregistered,TRUE,Gujarat
KEWAL RAM,KEWAL RAM PLASTICS,KEWAL RAM PLASTICS F 1708 DSIIDC NARELA DELHI,110040,DELHI,,India,Unregistered,TRUE,Gujarat
KHURJA,"MINHAS POTTERY,","MINHAS POTTERY, C-1, INDUSTRIAL ESTATE. G.T. ROAD, KHURJA U.P. 203131",203131,KHURJA,,India,Unregistered,TRUE,Gujarat
KISHANGANJ,"RRL , KISHANGANJ","CENTRAL WAREHOUSING CORPORATION, RELIANCE RETAIL LTD, PASCHIMPLAI",855107,KISHANGANJ,,India,Unregistered,TRUE,Gujarat
KOLHAPUR,GHODAWAT CONSUMER LTD,"GHODAWAT CONSUMER LIMITED GAT NO-470/5/6/8, A/P-CHIPRI, TAL-SHIROL DIST-KOLHAPUR(MAHA) KOLHAPUR, MAHARASHTRA",416101,KOLHAPUR,,India,Unregistered,TRUE,Gujarat
KOLHAPUR2,GHODAWAT CONSUMER,"GAT NO 593, 594, 611 & 612 A/P CHIPRI, JAYSINGPUR 416101, 416101, KOLHAPUR MAHARASHTRA",416101,KOLHAPUR,,India,Unregistered,TRUE,Gujarat
KRAFT IMPE,KRAFT IMPEX-ASN,"INDIVIDUAL OR PROPRIETOR KNIT KRAFT IMPEX GR FLOOR, IX/1312, MANDIR VALI GALI, GANDHI NAGAR, EAST DELHI, DELHI",110031,DELHI,,India,Unregistered,TRUE,Gujarat
KUNDLI,XO FOOTWEAR PVT LTD,"XO FOOTWEAR PVT. LTD.PLOT NO. 34B, SECTOR-57, PHASE-IV, HSIIDC INDUSTRIAL ESTATE, KUNDLI DISTT. SONEPAT, KUNDLI",131028,KUNDLI,,India,Unregistered,TRUE,Gujarat
LATUR,MSWC MIDC,MSWC MIDC RENAPUR LATUR P2 DIST. LATUR P2,413527,LATUR,,India,Unregistered,TRUE,Gujarat
LUDHIANA,PVT LTD LUDHIANA,"VPO JANDIALI, NEAR KOHARA, CHANDIGHAD ROAD, LUDHIANA",141001,LUDHIANA,,India,Unregistered,TRUE,Gujarat
MATHURA,M/S CRD FOODS,"M/S CRD FOODS, VILLAGE KOSI KHURD BHARATPUR ROAD MATHURA, UTTAR PRADESH",281005,MATHURA,,India,Unregistered,TRUE,Gujarat
MBOX,"LK SPACES, RAJLAXMI TEXTILE PARK,POGAON","POGAON, MAHARASHTRA 421302",421302,BHIWANDI,,India,Unregistered,TRUE,Gujarat
MBTC,MBTCINT110039609,"POCKET J, SECTOR - 4 BUILDING NO./FLAT NO.: 113 AND 114 DSII DELHI, DL 110039",110039,DELHI,,India,Unregistered,TRUE,Gujarat
MISC-008,UDAIPUR,UDAIPUR,NA,UDAIPUR,,India,Unregistered,TRUE,Gujarat
MISC-009,BOTAD,BOTAD,NA,BOTAD,,India,Unregistered,TRUE,Gujarat
MORENA,MORENA,"CENTRAL WAREHOUSE GATE NO.2 NEAR KRISHI MANDI, PARISHAR, NAINA GARH ROAD MORENA MP",476001,MORENA,,India,Unregistered,TRUE,Gujarat
MS-NAGPUR,"M/S NISARG ENTERPRISES,","PLOT NO A 13/29, MIDC AREA, NEAR FIRE STATION, BUTTIBORI, NAGPUR-2, MAHARASHTRA",441122,NAGPUR,,India,Unregistered,TRUE,Gujarat
MTL,MANJUSHREE TECHNOPARK LTD,UDHAM SINGH NAGAR RUDRAPUR,263153,RUDRAPUR,,India,Unregistered,TRUE,Gujarat
NAGPUR,RRL 20 CUBE WAREHOUSING & DISTRIBUTION LTD,"W/H ADD : KH NO 16, CHINCHBHUWAN, 14 MAIL, NEAR HP PETROL PUMP, KALMESHWAR ROAD, VILLAGE NIMJI, TAH KALMESHWAR",441501,NAGPUR,,India,Unregistered,TRUE,Gujarat
NAMHO FASH,NAMHO FASHION LUDHIANA,"RRL JHAJJAR REWARI ROAD E8/1684, ST NO.6, NEW BASANT VIHAR KAKOW NH 71 NEW NH 352 CHAINAGE RD 401 370 LUDHIANA",141007,LUDHIANA,,India,Unregistered,TRUE,Gujarat
NANDED,RRL CENTRAL WEARHOUSE,"NR, JAWAHAR NAGAR, TUPPA VILLAGE, NANDED",431603,NANDED,,India,Unregistered,TRUE,Gujarat
NASIK,KALWAN,"RELIANCE RETAIL LTD, GIRNAR CC, NEAR BPCL PETROLEUM PUMP, DUGAON, NASHIK",422003,NASIK,,India,Unregistered,TRUE,Gujarat
NAVBHARAT,M/S NAVBHARAT INDUSTRIES,"A-37/1 MIDC KHAIRANE, TTC INDUSTRIAL AREA, NEAR PARIMEET HOTEL, BEHIND WHITE HOUSE, NAVI MUMBAI",400710,MUMBAI,,India,Unregistered,TRUE,Gujarat
NOIDA,PG TECHNOPLAST PVT LTD,"PLOT NO 76 SECTOR ECOTECH 12 GAUTAM BUDH NAGAR, UTTAR PRADESH INDIA",201306,NOIDA,,India,Unregistered,TRUE,Gujarat
PALGHAR,CANBARA,"CANBARA IND PVT LTD, UNIT-3 1017/3, OLD SATPATI ROAD, SHIRGAON, PALGHAR(W), DIS-PALGHAR-401404",401404,PALGHAR,,India,Unregistered,TRUE,Gujarat
PALSANA,PALSANA RICCO,"PALSANA, SIKAR",332402,PALSANA,,India,Unregistered,TRUE,Gujarat
PARSONS,PARSONS NUTRITIONALS PVT LTD,"PARSONS NUTRITIONALS PVT LTD, PLOT NO Â€“ 5, SITE Â€“ IV, INDUSTRIAL AREA, SAHIBABAD, GHAZIABAD Â€“ ( U.P. )",201010,GHAZIABAD,,India,Unregistered,TRUE,Gujarat
Pathankot,METRO CASH & CARRY,PATHANKOT BY BASS JALANDHAR,144001,JALANDHAR,,India,Unregistered,TRUE,Gujarat
PATIALA,"RELIANCE RETAIL LTD, E-GROCERY RMFC PATIALA","KHEWAT NO-3 KHATAUNI NO-6, VILL-BIR BAHADURGARH AND KHEWAT NO-30, KHATAUNI NO-40, VILLAGE KASBA ALIAS RURKI TEHSIL PATIALA",147021,PATIALA,,India,Unregistered,TRUE,Gujarat
PITHAMPUR,"RELIANCE BRANDS LTD, PITHAMPUR","MILLENNIUM BABYCARES PVT LTD, PLOT NO 111 112 SECTOR NO 2, PITHUMPUR INDUSTRIAL AREA PITHAMPUR",454775,PITHAMPUR,,India,Unregistered,TRUE,Gujarat
PL,KANPUR EDIBLES (P) LTD,MAYUR HOUSE KANPUR,209304,KANPUR,,India,Unregistered,TRUE,Gujarat
PL - ASHTA,SATHVIK AGRO FOOD INDUSTRIES PVT LTD,KHASRA NO 124 4 INDORE BHOPAL HIGHWAY VILLAGE DALAPATPURA,466116,ASHTA,,India,Unregistered,TRUE,Gujarat
PL- DEWAS,VIPPY INDUSTRIES LTD,"28 INDUSTRIAL AREA A. B. ROAD, DEWAS-455001 DEWAS",455001,DEWAS,,India,Unregistered,TRUE,Gujarat
PL- KHURDA,INDO NISSIN FOODS PVT LTD,"PLOT NO : A/2, IDCO FOOD PROCESSING PARK, KHORDHA INDUSTRIAL ESTATE, KHORDA, ODISHA",752055,KHURDA,,India,Unregistered,TRUE,Gujarat
PL(JAIPUR),"PLOT NO.A-118,B-119 & B-120","VISHWAKARMA INDUSTRIAL AREA, ROAD NO. 9, JAIPUR-",302013,JAIPUR,,India,Unregistered,TRUE,Gujarat
PL-AGRA,PL AGRA FOOTWEAR,ELAHI FOOTWEAR CONCEPTS,223007,AGRA,,India,Unregistered,TRUE,Gujarat
PL-ASANGAO,PL ASANGAON VENDOR,"VIVA COSMETICS, C1/1 TO 6, RADHEYSHYAM INDUSTRIES ASANGAON, TALUKA - SHAHAPURA, DIST THANE",421601,ASANGAON,,India,Unregistered,TRUE,Gujarat
PL-B'GARH,PL BAHADURGARH,"OM POLYMERS, MIE PART B",124507,BAHADURGARH,,India,Unregistered,TRUE,Gujarat
PL-BHILWARA,"CALVINTEX VENTURES PVT LTD, BHILWARA","MANDAPIYA CHOARAHA, CHITTOR ROAD, NEAR JANKI PROCESS, BHILWARA",311001,BHILWARA,,India,Unregistered,TRUE,Gujarat
PL-BIKANER,SUN SHINE FOOD PRODUCTS PVT LTD,"F-88-89 BICHHWAL INDUSTRIAL AREA, BIKANER, RAJASTHAN",334006,BIKANER,,India,Unregistered,TRUE,Gujarat
PLCHOMU,RRL VF JPR CHOMU,PL DC RAJ-DC-CHO-9008 HATHNODA TEHSIL CHOMU DIST JAIPUR,303702,JAIPUR,,India,Unregistered,TRUE,Gujarat
PL-GHA'BAD,PL GHAZIABAD,"SONAM COLLECTION, TRONICA CITY",201102,GHAZIABAD,,India,Unregistered,TRUE,Gujarat
PL-GO'GARH,"JALLAN FOOD PRODUCTS, GOVINDGARH","KHASRA NO. 1566/2, VILLAGE DHOBLAI, GOVINDGARH",303718,JAIPUR,,India,Unregistered,TRUE,Gujarat
PL-HARIDWA,AKASHYOG,AKASHYOG HEALTH PRODUCTS PRIVATE LIMITED,248401,HARIDWAR,,India,Unregistered,TRUE,Gujarat
PL-INDORE,METRO CASH AND CARRY INDIA PVT LTD,"S.NO.17/8/1, 2/4/4, 17/3/1, 17/7/5/1, PIPLIYA KUMHAR P.H.NO.17 (NEW NO.40 INDORE(MADHYA PRADESH), INDORE, MADHYA PRADESH",452010,INDORE,,India,Unregistered,TRUE,Gujarat
PL-JAIPUR,SURAJMAL RAMNIWAS OIL MILLS PVT LTD,"A-69(A), ROAD NO-1D, V.K.I.AREA",302013,JAIPUR,,India,Unregistered,TRUE,Gujarat
PL-KHARGON,"NIMRANI, KHARGONE",AKSHAT AGRO MILLING COMPANY PVT LTD PLOT NO 1-8 AND 23 TO 33 FOOD PROCESSING PARK INDUSTRIAL AREA AB ROAD NIMRANI,451001,KHARGONE,,India,Unregistered,TRUE,Gujarat
PL-LUDHIAN,PL LUDHIANA,"LIKE KNITTING, GT ROAD BYEPASS",141003,LUDHIANA,,India,Unregistered,TRUE,Gujarat
PL-MORENA,MORENA MP,305 SHRI BADRIDHAM RESIDENCI NARAYANI BALI GALI DATTPUR MURENA,476001,MORENA,,India,Unregistered,TRUE,Gujarat
PL-NOIDA,SARAH INTERNATIONAL,"D-172, PHASE 2 EXTN, HOSIERY COMPLEX, NOIDA",201304,NOIDA,,India,Unregistered,TRUE,Gujarat
PL-PALGHAR,PL-PALGHAR ATLAS COMMODITIES,"M/S ATLAS COMMODITIES, 1010 DONGRIPADA, KAMAN BHIWANDI ROAD, KAMAN, TAL-VASAI, DIST-PALGHAR- 401208",401208,PALGHAR,,India,Unregistered,TRUE,Gujarat
PL-PANVEL,PL WAREHOUSE PANVEL,PANVEL,410106,PANVEL,,India,Unregistered,TRUE,Gujarat
PL-ROORKEE,PL- ROORKEE WAREHOUSE,"PLOT NO: 12 (A), RAIPUR SAHKARI UDYOGIK KSHETRA, VILLAGE RAIPUR, (BHAGWANPUR), ROORKEE -",247667,ROORKEE,,India,Unregistered,TRUE,Gujarat
QWIK,QWIK SUPPLY CHAIN PVT LTD.,"KHEWAT/KHATA NO.489/503 MUSTKIL, TOATL LAND, 17 KANNAL, 7 MARLA SHARE SALAM, NO 57, KILLA NO 8 & 9, 122004 GURGAON, HARYANA(06), 122004",122004,GURGAON,,India,Unregistered,TRUE,Gujarat
R280,FC BHIWANDI,"GALA-1-14 PLOT-GA-1 HISSA-3/2 VILLAGE K, SUMIT LOGISTICS & INDUSTRIAL PARK, TALUKA BHIWANDI DISTRICT THANE",421302,MUMBAI,,India,Unregistered,TRUE,Gujarat
R301,VF DC KOMPALLY,"SVY NO. 645/B DEVARAYAMJAL VILLAGE, SHAMIRPET MANDAL, MEDCHAL- MALKAJGIRI DIST, HYDERABAD",500014,HYDERABAD,,India,Unregistered,TRUE,Gujarat
R321,AKOLA,"RRL PVT LABEL AKOLA, M K AGRO COLD, PLOT NO 168, MIDC YEOTA ROAD, AKOLA",444104,AKOLA,,India,Unregistered,TRUE,Gujarat
