Address Code,Address Title,Address Line 1,Address Line 2,City/Town,Postal Code,Country,GST Category,Origin Address,State
R406,RRL DIGITAL DC SIRHIND,RELIANCE DIGITAL LIMITED KHEWAT KHATONI NO 2/2 MOHALI SIRHIND ROAD VILLAGE-MUKARAMPUR ISHER HALI FATEHGARH SAHIB,140406,SIRHIND,,India,Unregistered,TRUE,Gujarat
R466,RRL LUHARI FC,RELIANCE RETAIL LTD,124507,JHAJJAR,,India,Unregistered,TRUE,Gujarat
R468,DC RAJAHMUNDRY,"VILLAGE/GRAM PANCHAYAT- HUKUMPET, RAJAHMUNDRY RURAL MANDAL, DIST- EAST GODAVARI, RAJAHMUNDRY",533107,RAJAHMUNDRY,,India,Unregistered,TRUE,Gujarat
R696,RRL MUMBAI DIGITAL DC,SAPTASHREE WAREHOUSE WAHULI OPP PUSHKAR MELA RESORTS BHIWANDI MUMBAI,421302,BHIWANDI,,India,Unregistered,TRUE,Gujarat
R810,"RRL, JAIPUR DIGITAL DC",SITAPURA EXTENSION,302022,JAIPUR,,India,Unregistered,TRUE,Gujarat
R834,NAGPUR,RRL SSL NAGPUR PRIVATE LABEL RELIANCE RETAIL LIMITED NAG-SSL-PL-001 NAGPUR,441104,NAGPUR,,India,Unregistered,TRUE,Gujarat
RAI,BIKANERVALA FOODS PVT LTD,"HSIIDC INDUSTRIAL ESTATE, PHASE-II, PLOT NO-2272-2275, RAI HARYANA",131029,RAI,,India,Unregistered,TRUE,Gujarat
RAIGAD,PARAKH FOODS AND OILS LTD,"VILLEGE DEVNHAVE, PALI ROAD, KHOPOL RAIGAD MAHARASHTRA, 410203 RAIGARH(MH), MAHARASHTRA",410203,RAIGAD,,India,Unregistered,TRUE,Gujarat
RAIGARH,RAIGARH CWC-2,KASHIRAM CHAOK ODISHA ROAD RAIGARH,496001,RAIGARH,,India,Unregistered,TRUE,Gujarat
RAIPUR,GD LOGISTICS,"GD LOGISTICS, RING ROAD NO-03, VIDHANSABHA ROAD, RAIPUR",492001,RAIPUR,,India,Unregistered,TRUE,Gujarat
RFPP,RASRASNA FOOD PRODUCTS(I)PVT LTD,"E-66, BICHHWAL INDUSTRIAL AREA, BIKANER",334006,BIKANER,,India,Unregistered,TRUE,Gujarat
ROHTAK,SWASTH AAHAR PVT LTD,"15 K.M. MILE STONE DELHI ROHTAK NATIONAL HIGHWAY NO -10, NEXT TO L.P.S. BOSSARD KHARAWAR ; DISTT. ROHTAK HARYANA",124021,ROHTAK,,India,Unregistered,TRUE,Gujarat
ROORKEE,WONDER FIBROMATS LTD,"KHASRA NO. 105-106, RAIPUR INDUSTRIAL AREA, BHAGWANPUR, ROORKEE",247667,ROORKEE,,India,Unregistered,TRUE,Gujarat
RR JAIN,RR JAIN INDUSTRIES,"SHARMAN RATTAN ENCLAVE, BAHADUR KE LUDHIANA PUNJAB",141008,LUDHIANA,,India,Unregistered,TRUE,Gujarat
RRL TRENDS,NDC SULTANPUR,"INDUSTRIAL PLOT 6, DADRI",124103,JHAJJAR,,India,Unregistered,TRUE,Gujarat
RRLCD,RRL CONSUMER BRAND,RRL CONSUMER BRAND DELHI,110000,DELHI,,India,Unregistered,TRUE,Gujarat
RUDRAPUR,SWG INDUSTRIES,"LIMITED, PLOT NO 8, SECTOR-1 II E PANTNAGAR, RUDRAPUR, (U.S.NAGAR) UTTARAKHAND, UDHAM SINGH NAGAR, UTTARANCHAL",263153,RUDRAPUR,,India,Unregistered,TRUE,Gujarat
S0CV,RRL RAJPURA PUNJAB DIGITAL DC,RELIANCE RETAIL LIMITED BUILD NO B500 INDOSPACE LOGISTICS PARK RELIANCE RTL LTD CO ISHANVI INDUSTRIAL P RAJPURA VILLAGE CHAMARU RAJPURA,140401,RAJPURA,,India,Unregistered,TRUE,Gujarat
S0GT,RRL SULTHANPUR TRENDS DC,"INDUSTRIAL PLOT N1 STREET NIMANA SECTOR5, MODEL ECONOMIC TOWNSHIP TEHSIL BADLI DISTRICT JHAJJAR HARYANA JHAJJAR",124103,JHAJJAR,,India,Unregistered,TRUE,Gujarat
S0GZ,"RRL DC,SHRI VINAYAK LOGISTICS",SR NO 135 1 136 1 AND 141 1 1 141 1 2 A B ROAD VILLAGE BARODA ARJUN THL SANWER SAWER INDORE MADHYA PRADESH,453771,INDORE,,India,Unregistered,TRUE,Gujarat
S0HF,"RRL MP INDORE DC,",26 2 MANGLIYA PATWARI HALKA LASUDIA PARMAR A B ROAD NEAR RELIANCE PETROL PUMP INDORE MADHYA PRADESH,452010,INDORE,,India,Unregistered,TRUE,Gujarat
S0HT,RELIANCE RETAIL LTD TRENDS BADLI,"BUILDING NO-B 900, INDOSPACE INDUSTRIAL"", ""PAHASOUR-, FAIZABAD, JHAJJAR BADLI ROAD, "", ""& LOGISTICS PARK, BADLI COMPLEX, VILLAG JHAJJAR",124105,JHAJJAR,,India,Unregistered,TRUE,Gujarat
S0IY,QSCPL VF MH PUNE CHAKAN DC,ESR CHAKAN II INDUSTRIAL&LOGISTICS PARK VILLAGE AMBETHAN TAL KHED CHAKAN,410501,PUNE,,India,Unregistered,TRUE,Gujarat
S0NX,RRL AGRI BUSINESS MURTHAL,RRL AGRI BUSINESS MURTHAL RELIANCE RETAIL LIMITED BANSAL BROTHERS CHAMBER NO 2/6/7 KHEWAT TEHSIL & DISTRICT SONIPAT HARYANA NO159 MIN 344 KHATA NO 255/56 BHATURI SONIPAT,131001,SONIPAT,,India,Unregistered,TRUE,Gujarat
S0WJ,MH ANTARIKSH LOGIDROME,"BLDGNO B6 SAPE AMANE VASHERE VILLAGE BHIWANDI THANE MAHA PADGHA KALYAN RD OPP RENAISSANCE COMPLEX BHIWANDI, MH",421302,BHIWANDI,,India,Unregistered,TRUE,Gujarat
S1OP,RELIANCE RETAIL LTD.,AMTA AMTA BAGNAN ROAD DEORA HOWRAH AMTA2 WEST BENGAL,711401,HOWRAH,,India,Unregistered,TRUE,Gujarat
S1QX,RRL VF VIDISHA PL DC,"KHASRA NO 338 &340 VILLAGE DHATURI, HAVELI MANAGEMENT LIMITED, STAR AGRI WAREHOUSING & COLLATERAL, VIDISHA",464001,VIDISHA,,India,Unregistered,TRUE,Gujarat
S1UQ,RRL AGRI INDORE MP PL D RELIANCE RETAIL,"L, SR 236/1/233/3/4/67/54 PAIKI PATW HALKA MANISH MAHESHWARI BALAJI WAREHOUSE VALLAGE DAKACHIA TEHSIL SANWA INDORE",452001,INDORE,,India,Unregistered,TRUE,Gujarat
S223,RRL TRENDS BADLI DC RELIANCE RETAIL LTD,INDOSPACE INDUST & LOGISTICS PARKTEHSIL BADLI DIST JHAJJAR BADLI HR,124105,JHAJJAR,,India,Unregistered,TRUE,Gujarat
S2OH,"RELIANCE RETAIL LTD, RRL HR KURUKSHETRA WH","NAND LAL GARG HUF WH, KHEWAT 31, 32, KH164, 42 TO 54/ 5/ 23/1/ 3/5/ 36/ 11/12/ 7/20, 26/3 / 3 / 5 AT VILLAGE TOWN KAMODA, THANESAR",136118,THANESAR,,India,Unregistered,TRUE,Gujarat
S3OM,RRL PL BKVK KUNDLI MANIYARI,RRL PL BKVK KUNDLI MANIYARI RELIANCE RETAIL LIMITED KHEWAT NO 1328 KHATA NO 1328 KHATA NO 1474 NARELA PIAU MANIYARI ROAD SECTOR 48 KUNDLI SONIPAT (HR),131028,SONIPAT,,India,Unregistered,TRUE,Gujarat
S3ON,PBG INDW MP,GRAM DAKACHIYA TEHSIL SANWAR INDORE RRL C/0 PRANIK LOGISTICS INDORE,452006,INDORE,,India,Unregistered,TRUE,Gujarat
S3OU,RRL BHIWANDI DC,COMPANY RRL MH BHIWANDI PL RELIANCE RETAIL LIMITED INDIAN CORPORATION BLDG NO 111 & 120 UNIT 5 TO 8 JUMBO BUILDING MANKOLI NAKA DAPODE VILLAGE BHIWANDI BHIWANDI,421302,BHIWANDI,,India,Unregistered,TRUE,Gujarat
S3RW,RRL KASHIPUR,KHASRA NO 53MIN & 54MIN NAGAR INDUSTRIAL ESTATE BAZPUR ROAD KASHIPUR,247667,KASHIPUR,,India,Unregistered,TRUE,Gujarat
S3TP,RRL DIGITAL JAIPUR AJMER ROAD DC,"""KHASRA NO 1, 5, 6, 8, 9, 10"" 894/1 896/8 898/9 VILLAGE SARANGPURA TEHSIL SANGANER DISTRICT JAIPUR RAJ",302026,JAIPUR,,India,Unregistered,TRUE,Gujarat
S3WL,RRL AGRI SOURCING PRERNA RELIANCE RETAIL LTD,"PRERNA GARG CHAMBER NO, 01 & 02 KHASRA NO 40-2, 4-0, 40-3, 1-0, SITUATED IN THE REVENUE STATE VILLAGE HAMIDPUR ALIPUR",110036,ALIPUR,,India,Unregistered,TRUE,Gujarat
S433,DBS DC DASANPURA HOBALI,"SCHENKER LOGISTICS CENTRE (SLC), SURVEY NO 71 DASANAPURA VILLAGE, DASANAPURA HOBLI RAUTANAHALLI RD, 562123 BANGALORE",562123,BANGALORE,,India,Unregistered,TRUE,Gujarat
S4WV,RRL RAI PACKING CENTRE RELIANCE RETAIL LTD,PLOT NO. 401 PHASE- V FOOD PARK HSIIDC INDUSTRIAL ESTATE RAI OPP YAKULT MILK DAIRY 131029 SONIPAT (HR),131029,SONIPAT,,India,Unregistered,TRUE,Gujarat
S4XC,RRL FOOTPRINT SULTANPUR NDC,"INDUSTRIAL PLOT NO 1, VILLAGE: DADRI TOE, JHAJJAR HARYANA JHAJJAR",124103,JHAJJAR,,India,Unregistered,TRUE,Gujarat
S531,RRL AKBARPUR SONEPAT,RELIANCE RETAIL LIMITED M/S PARAS PRODUCTS PVT LTD KILLA NO 91//16/2 17/1 17/2 24/1 24/2/1 24/2/2 2 VILLAGE AKBARPUR BAROTA DISTRICT SONEPAT,131103,AKBARPURA,,India,Unregistered,TRUE,Gujarat
S537,RRL BHIWANDI,"RELIANCE RETAIL LTD. O1, SAGAR COMPLEX, VILLAGE OVLI, OPP. HP PETROL PUMP, MUMBAI-NASHIK HIGHWAY, BHIWANDI",421302,BHIWANDI,,India,Unregistered,TRUE,Gujarat
S542,TVS DC NAGPUR,"KHASRA NO 60 MOUZA KHAPARI P H NO 23, KALMESHWAR BYPASS ROAD, TAL KALMESHWAR DISTRICT NAGPUR",440023,NAGPUR,,India,Unregistered,TRUE,Gujarat
S570,SAGAR COMPLAX,"BHIWANDI NASIK ROAD, BHIWANDI",421308,MUMBAI,,India,Unregistered,TRUE,Gujarat
S573,RRL CDIT RAIPUR CG DIGITAL,RELIANCE RETAIL LIMITED G D LOGISTIC PARK LAND KHASRA NO 557/11 PATWARI HALKA NO 22 NEAR RAILWAY OVERBRIDGE RING ROAD 3 GIROUD,493111,RAIPUR,,India,Unregistered,TRUE,Gujarat
S581,RRL AJIO,"RRL AJIO B2B DC BADLI, 900 DC PAHASOUR FAIZABAD JHAJJAR BADLI ROAD HARYANA",124105,JHAJJAR,,India,Unregistered,TRUE,Gujarat
S682,"RRL AJIO, KHOPOLI",KHOPOLI DC,410203,KHOPOLI,,India,Unregistered,TRUE,Gujarat
S699,RRL-BADLI JHAJJAR,"DB SCHENKER CDIT C/O INDO SPACE INDUSTRIAL PARK PVT LTD 20 CUBE WAREHOUSING & DISTRIBUTON LTD. VLG PAHASOUR FAIZABAD PO BADLI JHAJJAR, BADLI ROAD MDR 123 NEAR DON BOSCO SCHOOL",124105,JHAJJAR,,India,Unregistered,TRUE,Gujarat
S701,RELIANCE RETAIL LTD CHENNAI,PROCONNECT SUPPLY CHAIN SOLUTION LTD 79 KURUTHANAMEDU VILLAGE KAVARAIPET,601206,CHENNAI,,India,Unregistered,TRUE,Gujarat
S729,PL COLD STORE SONIPAT,"HR-PL-SOPT-01-B, M/S VRINDAVAN AGRO FOOD COLD STORAGE, 102/14/1/1 VLG AKBARPURA BAROTA SEC42, NARELA SAFIABAD ROAD DISTRICT SONIPAT",131001,SONIPAT,,India,Unregistered,TRUE,Gujarat
S845,"FC KUMBHERPHAL, AURANGABAD","EGROCERY FC KUMBHERPHAL AURANGABAD, PLOT NO. D-190, SHENDRA FIVE STAR INDUSTRIAL AREA, KUMBHERPHAL SHENDRA, MIDC, AURANGABAD-431201",431201,AURANGABAD,,India,Unregistered,TRUE,Gujarat
S846,FC RELIANCE MARKET MANGALIYA,"KHASRA NO 44, MANGALAYA, VILLAGE LASUDIA P, OPP HPS BOTTLING PLANT, TEHSIL SANVER, AB ROAD",452001,INDORE,,India,Unregistered,TRUE,Gujarat
S861,LUCKNOW MOHAN ROAD,"CDIT DC DB SCHENKER LUCKNOW MOHAN ROAD, NEAR SHIVANI PUBLIC SCHOOL, VILLAGE BHAUKAPUR, KHASRA NO 539BA/ 644 LUCKNOW",226401,LUCKNOW,,India,Unregistered,TRUE,Gujarat
S950,RMFC PATIALA,"RELIANCE RETAIL LIMITED, E-GROCERY RMFC PATIALA, KHEWAT NO-3 KHATAUNI NO-6, VILL-BIR BAHADURGARH AND KHEWAT NO-30, KHATAUNI NO-40, VILLAGE KASBA ALIAS RURKI TEHSIL PATIALA, PATIALA",147021,PATIALA,,India,Unregistered,TRUE,Gujarat
SA87,E GROCERY,"FC, RAIPUR",492001,RAIPUR,,India,Unregistered,TRUE,Gujarat
SADW,QWIK SUPPLY CHAIN PVT LTD BHW,QSCPL VF-BHW-MILESTONE COMPOUND SN43/1/2A/1C 44/1D/A/C 45/1A/2A/2B 46/1A 1B/C/D/3E/4E/1E/7B/7A A5/6/8 MILESTONE COMPD IND COOP VLG DIVE ANJUR BHIWANDI THANE,421302,THANE,,India,Unregistered,TRUE,Gujarat
SAEX,SAEX - QSCPL - VF APPAREL DC HR,JHAJJAR REWARI ROAD NH 71 NEW NH 352 CHAINANGE RD 401 370 VILLAGE GHIJA ROAD JHAJJAR,124103,JHAJJAR,,India,Unregistered,TRUE,Gujarat
SAEY,SAEX QSCPL - VF APPAREL DC HR,JHAJJAR REWARI ROAD NH 71 NEW NH 352 CHAINANGE RD 401 370 GHIJA ROAD JHAJJAR,124103,JHAJJAR,,India,Unregistered,TRUE,Gujarat
SAEZ,RRL VF DL JINENDER BAKOLI PL DC,RRL VF DL JINENDER BAKOLI PL DC RELIANCE RETAIL LIMITED JINENDER KUMAR JAINCHMBR NO 12&3 NEW KHEWAT NO 370 MIN MUTATION NO 370 KHASRA NO21/8 9 HADBAST NO 33 BAKOLI NORTH DELHI,110007,BAKOLI,,India,Unregistered,TRUE,Gujarat
SAFY,YOUSTA NAGPUR KALAMESHWAR DC,YOUSTA NAGPUR KALAMESHWAR DC RELIANCE RETAIL LIMITED SURVEY NO 471 TO 476 MOUZA KHUMARI P S K 12 AND SURVEY NO 41 42/1 42/2AND43 MOUZA KOKARDI P S K 12 KALAMESHWAR NAGPUR,441502,KALAMESHWAR,,India,Unregistered,TRUE,Gujarat
SAI INTERN,SAI INTERNATIONAL,"PLOT NO-315, 316, SECTOR-17 HSIIDC, FOOTWEAR PARK, BAHDURGARH, HARYANA",124507,BAHADURGARH,,India,Unregistered,TRUE,Gujarat
SAJL,RRL VF UP KANPUR CHACHENDI PL DC,"UTTAR PRADESH RRL KALPI RD, CHACHENDI URF SACHENDI IST, ARAZI NO 882, 883, KA MI, NH-2, KANPUR NAGAR GROUND FLR",209304,KANPUR,,India,Unregistered,TRUE,Gujarat
SAMN,TRENDS NAGPUR KALAMESHWAR DC,"RELIANCE RETAIL LIMITED SY NO 471 TO 476, MOUZA KHUMARI, PSK 12 AND SURVEY NO41, 42/142/2 AND 43 MOUZA KOKARDI, PSK 12 KALAMESHWAR",441502,KALAMESHWAR,,India,Unregistered,TRUE,Gujarat
SAMPAKA,F&L ECOMM SAMPAKA JIT CDC,QWIK SUPPLY CHAIN PRIVATE LIMITED FARUKHNAGAR GURGAON VILLAGE SAMPAKA,122503,GURGAON,,India,Unregistered,TRUE,Gujarat
SATNA,SMART HUB SATNA RRL,KHASRA NO.75TO79 &161168 &173 VILLAGE SARISTAL SATNA PANNA MAIN ROAD TEHSIL RAGHURAJ NGR,485441,SATNA,,India,Unregistered,TRUE,Gujarat
SB01,DC KHOPOLI,"BLDG NO B 100, SHED 100, INDRAN LOGISTICS, INDOSPACE INDSUSTRIAL AND LOGISTICS KHOPOLI II COMPLEX VILLAGE AJIVALI TALUKA KHALAPUR RAIGD",410203,MUMBAI,,India,Unregistered,TRUE,Gujarat
SB85,RRL AJIO B2B CDC,"JAIPUR LOGISTICS PARK, BAGRU, NH8, JAIPUR (RJ)",303007,JAIPUR,,India,Unregistered,TRUE,Gujarat
SBOB,"F-2,SURVEY NO. 122/7C,122/2,122/1,118/1,118/7,131","AYUSHI SPA BHIWANDI, MAHARASHTRA",421101,BHIWANDI,,India,Unregistered,TRUE,Gujarat
SC30,AJIO BAGRU DC,"JAIPUR LOGISTICS & WAREHOUSE, VILLAGE RAVAN, BAGRU",303007,JAIPUR,,India,Unregistered,TRUE,Gujarat
SC52,VF BHOPAL SANCHIT DC,KHASRA 111 1 2 ADAMPUR CHAWNI VILLAGE AD PS BILKHIRIANEAR RESHMRAO HOTEL ADAMPUR ADAMPUR RAISEN ROAD BHOPAL-462022,462022,BHOPAL,,India,Unregistered,TRUE,Gujarat
SC54,DC BADLI,"SCHENKER INDIA PVT LTD, INDOSPACE INDUSTRIAL AREA, VILLAGE PAHASOUR FAIZABAD, PO BADLI JH",0,DELHI,,India,Unregistered,TRUE,Gujarat
SC79,"KD LGS DC WADPE, BHIWANDI","RICHLAND COMMERCIAL HUB BLDG NO D 6A & UNIT NO 12 TO 18 WADPE VILLAGE ROAD, NASIK HIGHWAY BHIWANDI, MUMBAI",421302,MUMBAI,,India,Unregistered,TRUE,Gujarat
SC80,QWIK SUPPLY CHAIN PVT LTD BHIWANDI,RICHLAND COMMERCIAL HUBBLDG NO D6 A & 6B UNIT NO 12 TO 18 WADPE VILLAGE ROAD NASIK HIGHWAY BHIWANDI MUMBAI,421302,BHIWANDI,,India,Unregistered,TRUE,Gujarat
SD29,HAPUR,"VILLAGE BHOVAPUR, RELIANCE ROAD HAPUR",245101,HAPUR,,India,Unregistered,TRUE,Gujarat
SD32,FRAO CDC RANCHI VILLAGE TETRI,"ADDRESS- CDC RANCHI VILLAGE TETRI FOOD L, CDC RANCHI VILLAGE TETRI BB F, VILLAGE TETRI THANA NAMKUM, RANCHI, JHARKHAND",834010,RANCHI,,India,Unregistered,TRUE,Gujarat
SD34,CDC-BANUR-RAJPURA-(SF-FOOD),"CDC-BANUR-RAJPURA-(SF-FOOD) KHASRA NO 1243 1218 1219 1217 1221 1222, 359 363HADBAST146VILLSHAMBHUKALANTEHSIL, RAJPURA, PUNJAB",140417,RAJPURA,,India,Unregistered,TRUE,Gujarat
SD72,RRL AKBARPUR SONEPAT PL DC,RELIANCE RETAIL LIMITED SR TECHNO SOFT PVT LTD KH NO 101//1/1/21 11/2/1 102//5/2/3 5/2/2 5/4/1/2 5/4/22 6 VILLAGE AKBARPUR BAROTA DISTRICT SONIPAT,131103,SONIPAT,,India,Unregistered,TRUE,Gujarat
SD95,YAYATH WH INDORE,RELIANCE RETAIL LTD YAYATH BUILDTECH 10/1 EMPIRE LOGIPARK AB ROAD INDORE MADHYA PRADESH,453551,INDORE,,India,Unregistered,TRUE,Gujarat
SE27,QWIK TRENDS MIHAN,NAGPUR DC,440001,NAGPUR,,India,Unregistered,TRUE,Gujarat
SE31,MIHAN DC,"RELIANCE RETAIL LTD., MIHAN DC, NAGPUR, NEAR MADC AND KHAPRI METRO STATION",441108,NAGPUR,,India,Unregistered,TRUE,Gujarat
SE32,"RRL TRENDS, SADHRANA DC","SADHRANA, GURUGRAM",122505,GURUGRAM,,India,Unregistered,TRUE,Gujarat
SE50,MDC-NAGPUR-MIHAN SEZ,"MDC-NAGPUR-MIHAN SEZ(BB-APPS, GM, HF), A DIV OF FUTURE RETAIL LIMITED, NEAR MADC MAIN OFFICE, MIHAN SEZ, WARDH RD, NEAR BAB SAHEB INTERNATIONAL AIRPORT, NAGPUR",441108,NAGPUR,,India,Unregistered,TRUE,Gujarat
SE59,RRL-EAST-BIHAR-PATNA,RELIANCE RETAIL LIMITED PROCONNECT SUPPLY CHAIN SOL LTD KHATA NO4 PLOT NO 8&9 JAIRAM NAGAR MAHULI ROAD VILLAGE KHOTIA -PATNA,800009,PATNA,,India,Unregistered,TRUE,Gujarat
SE69,"RRL, JAIPUR","20CUBE WAREHOUSING & DISTRIBUTION PVT. LTD., SP-636 (A-1), ROAD NO. 6, VKI AREA",302013,JAIPUR,,India,Unregistered,TRUE,Gujarat
SE96,CWC AKOLA,"CWC, AKOLA",444006,AKOLA,,India,Unregistered,TRUE,Gujarat
SF50,RRL PL BRG AMAR COLD CHAIN INDORE,"RELIANCE RETAIL LIMITED, KH NO 535/1/1 & 539/1 VILLAGE, BADIYAKIMA NEMAWAR ROAD, TEH, DIST INDORE",452016,INDORE,,India,Unregistered,TRUE,Gujarat
SF67,RRL VF JAIPUR SDFX DC,RELIANCE RETAIL LIMITED RRL VF JAIPUR,302013,JAIPUR,,India,Unregistered,TRUE,Gujarat
SF86,MANDIDEEP DC,QSCPL VF BHOPAL IBOB DC SS WAREHOUSE AND LOGISTICS VLG SARAKIYA NEAR MANDIDEEP INDUSTRIAL AREA MANDIDEEP (BHOPAL),462046,MANDIDEEP,,India,Unregistered,TRUE,Gujarat
SG07,INDORE FC,RRL INDORE EGROCERY FC SHRI VINAYAK LOGISTICS SANWER,453771,INDORE,,India,Unregistered,TRUE,Gujarat
SG84,RRL TRENDS UNNAO LUCKNOW DC,"RELIANCE RETAIL LIMITED, VILLAGE BAJEHARA NH-25 PARGANA TEHSIL HASANGANJ",209859,UNNAO,,India,Unregistered,TRUE,Gujarat
SH09,RRL AJIO B2B KHOPOLI 2 DC,RELIANCE RETAIL LIMITED BUILDING NO B 500 IKSHITA LOGISTICS PARK INDOSPACE LOGISTIC PARK KHOPOLI VLG AJIVALI TALUKA KHALAPUR RAIGAD KHOPOLI,410203,KHOPOLI,,India,Unregistered,TRUE,Gujarat
SH20,DUMARTARAI RAIPUR,"KHASRA NO. 193/19 BLOCK G L.K CORPORATES AND LOGISTICS PARK NH-30 NEW DHAMTARI ROAD, DUMARTARAI",492015,RAIPUR,,India,Unregistered,TRUE,Gujarat
SH50,RRL AJIO BADLI,"RRL AJIO B2B CDC BADLI RELIANCE RETAIL LIMITED B1200, INDOSPACE INDUSTRIAL AND LOGISTIC PARK, PAHASORUR, FAIZABAD, JHAJJAR, BADLI ROAD, HARYANA",124105,BADLI,,India,Unregistered,TRUE,Gujarat
SH65,RRL VF MH NAGPUR GATI DC,RELIANCE RETAIL LIMITED VFDC KHUMARI TAH. KALMESHWAR DIST. NAGPUR,441502,NAGPUR,,India,Unregistered,TRUE,Gujarat
SH66,RRL VF OD KHURDA PL DC,RELIANCE RETAIL LIMITED RELIANCE RETAIL LIMITED A/21A/ 21/AA/22A/22/BA/22/B PKHOLADWAR INDUSTRIAL AREA MOUZA MUKUNDAPRASAD KHORDA,752055,KHURDA,,India,Unregistered,TRUE,Gujarat
SHEOPUR KA,SMART HUB SHEOPUR KALAN,RRL CENTRAL WAREHOUSE GODOWN NO 6 SHEOPUR KALAN II KHATOULI ROAD JAIDA,476337,SHAHPUR,,India,Unregistered,TRUE,Gujarat
Shoemac,SHOEMAC EXPORTS,"143-MANAS NAGAR, SHAHGANJ AGRA",282010,AGRA,,India,Unregistered,TRUE,Gujarat
SI77,SMART HUB RAIPUR RRL,POWER LINE ACCESSORIES ROAD INDUSTRIAL AREA BHANPURI RAIPUR CHHATTISGARH,492003,RAIPUR,,India,Unregistered,TRUE,Gujarat
SI81,SMART HUB CHOMU,FCPL CENTRAL WAREHOUSING GODOWN NO 1A2A2B TEHSIL CHOMU DISTRICT JAIPUR,303702,CHOMU,,India,Unregistered,TRUE,Gujarat
SI92,RELIANCE RETAIL LTD,"CENTRAL WAREHOUSE, EGROCERY BODHAN TG FC, JANNEPALLY X ROAD NIZAMABAD, BODHAN",503185,BODHAN,,India,Unregistered,TRUE,Gujarat
SI96,SMART HUB KHANDWA,"RRL, CENTRAL WAREHOUSING CORPORATION, KHANDWA, ANAND NAGAR","4,50,00,14,50,051",KHANDWA,,India,Unregistered,TRUE,Gujarat
SI98,SMART HUB KOTPUTLI RRL,"GODOWN NO. 1D, 3A, 3B, 3C, CENTRAL WH KOTPUTLI CEMENT FACTOR OPP SUB DIST JAIL VILL RAMSINGHPURA, GOPALPURA ROAD JAIPUR, RAJASTHAN",303108,KOTPUTLI,,India,Unregistered,TRUE,Gujarat
SI99,SMART HUB SIKAR RRL,"CWC JAGMALPURA SIKAR, JHIGAR CHOTI ROAD, JAGMALPURA, POST BHADWASI, SIKAR, RAJASTHAN",332024,SIKAR,,India,Unregistered,TRUE,Gujarat
SIKANDRABA,SIKANDRABAD,"TWIN TECH INDIA PVT LTD. R-51, 52, 53 & 37, UPSIDC, SIKANDRABAD (UP)",203205,SIKANDRABAD,,India,Unregistered,TRUE,Gujarat
SIRSA,SIRSA,THE HARYANA STATE COOPERATIVE SUPPLY AND MARKETING FEDERATION LTD. HAFED DIST SIRSA( HR),125055,SIRSA,,India,Unregistered,TRUE,Gujarat
SJ14,HOSAKOTE,RRL TRENDS HOSAKOTE 2 DCSY # 12&13 KATHA NO 119 OF EKKA RAJAPURA SULIBELE HOBLI HOSKOTE TALUKU BANGALORE RURAL DIST HOSAKOTE,562129,HOSAKOTE,,India,Unregistered,TRUE,Gujarat
SJ61,RRL SMART HUB BURDWAN,RELIANCE RETAIL LIMITED CENTRAL WAREHOUSE SADARGHAT ROAD DIST BURDWAN BURDWAN,713101,BURDWAN,,India,Unregistered,TRUE,Gujarat
SJ76,SMART HUB BIKANER RRL,"GODOWN NO. 1A, 1B, 1C, 2A, 2B, 2C & 3A, CENTRAL WAREHOUSE, OPP. GOVERNMENT ENGINEERING COLLEGE, KARNI INDUSTRIAL AREA PHASE- II, BIKANER",334004,BIKANER,,India,Unregistered,TRUE,Gujarat
SK3N,RRL TS HYD GO GREEN PL DC,"RELIANCE RETAIL LIMITED SRI. B RAGHAVA REDDY GODOWNS (GO GREEN) SURVEY NO 667, H-NO 14-61/1, CHAMBER - 2 KISTAPUR VILLAGE, MEDCHAL MANDAL TELANGANA",501401,MEDCHAL,,India,Unregistered,TRUE,Gujarat
SK43,RELIANCE RETAIL LTD FARIDABAD,"KHATONI NO. 12/2, 19/1, 19/2, 22 VILLAGE MAWAI 66 FT ROAD FARIDABAD HARYANA.",121002,FARIDABAD,,India,Unregistered,TRUE,Gujarat
SK6D,ACHYUT CORPORATION GUWAHATI,M/S ACHYUT CORPORATION AMINGAON HAJO ROAD GUWAHATI,781031,GUWAHATI,,India,Unregistered,TRUE,Gujarat
SK6F,"RRL CONSUMER BRAND RAJPURA, BJMS LOGISTICS PARK","BANUR TEPLA ROAD, VILLAGE KHERI GURNA TEHSIL RAJPURA, DISTRICT PATIALA",140417,RAJPURA,,India,Unregistered,TRUE,Gujarat
SK7F,CONSUMER BRAND HOWRAH,"DOMJUR ROAD, BEGRI . NEAR CHUNIR MATH . VILLAGE -SANKHARIDAHA HOWRAH",711411,HOWRAH,,India,Unregistered,TRUE,Gujarat
SK8M,RRL SMART HUB PILAKHWA RRL,SMART HUB PILAKHWA RRL RELIANCE RETAIL LIMITED BLOCK D KHASRA 376 RELIANCE ROAD BHOVAPUROPP JINDAL NAGAR PILKHUWA HAPUR,245304,PILKHUWA,,India,Unregistered,TRUE,Gujarat
SKAD,UJJAIN,UJJAIN INDORE NWCC 754 1 MIN 6 VILL UNDASA SHREE GEETA WH SHANKARPUR MADHAVPURA,456001,UJJAIN,,India,Unregistered,TRUE,Gujarat
SKDR,RRL AJIO BUSINESS,"DC NAGPUR, KALMESHWAR",440010,NAGPUR,,India,Unregistered,TRUE,Gujarat
