Address Title,Address Code,Address Line 1,Postal Code,City,State,Origin Address
10117747,Sree Sai Roller Flour Mill Pvt Ltd.,"Unit-2, Plot No.48, IDA Phase-2, TSIIC, Industrial Area, Patancheru, Hyderabad. Telangana",502319,HYDERABAD,TELANGANA,TRUE
10181769,DHARMESH FOOD PROCESS PVT LTD,BHAVNAGAR,364001,BHAVNAGAR,GUJARAT,TRUE
10241002,"AKSHAT AGRO MILLING COMPANY PVT LTD, NIMRANI",INDUSTRIAL AREA AB ROAD NIMRANI KHARGONE KHANDWA EAST NIMAR Madhya Pradesh ,451001,NIMRANI,MADHYA PRADESH,TRUE
10303208,Bikanervala Foods Private Limited,"Plot No. 34-37, Industrial Park, Muppireddpally Village, Manoharabad, Medak, Telangana, ",502336,HYDERABAD,TELANGANA,TRUE
10324919,GREENFIZZ BEVERAGES PRIVATE LIMITED,"MOUJA - AJABNAGAR, P.O. MOLLA SIMLA, P.S., SINGUR, DIST - HOOGHLY, HOOGHLY, WEST BENGAL",712223,HOOGHLY,WEST BENGAL,TRUE
10333601,Zion Aqua,"VILLAGE SARABERIYA,PIRGACHA, PS : DUTTAPUKUR, P.O : KADAMBAGACHI, NORTH TWENTY FOUR PARGANAS, WEST BENGAL",700124,BARASAT,WEST BENGAL,TRUE
10348434,JAIPUR 10348434,JAIPUR,,JAIPUR,RAJASTHAN,TRUE
2.00E+09,Nancy Trading Link,"Block No,-58/1 OR 59/1, OCTRIO free zone,Bhandara road,Wardhman nagar,Nagpur,Maharashtra-,      ",440008,NAGPUR,MAHARASHTRA,TRUE
20.0183762,PARVATI ENTERPRISES,YAMUNANAGAR,,YAMUNANAGAR,HARYANA,TRUE
2000163322,XCEL INDIA,"Block 14, Sector 116 , Noida UP ",201305,NOIDA,UTTAR PRADESH,TRUE
2000163380,Mohit Enterprises,"Near Denso LTD, Village Tilpta karanwas, Greater Noida",201308,NOIDA,UTTAR PRADESH,TRUE
2000163586,SHIV LOK PURI 363/369 KANKERKHERA,SHIV LOK PURI 363/369 KANKERKHERA,250001,KANKERKHERA,UTTAR PRADESH,TRUE
2000163720,Coslogenex solutions,"22, Kapil Vihar Colony, Banna Devi, G. T. Road, Aligarh,",202001,Aligarh,UTTAR PRADESH,TRUE
2000163724,ASHISH MARKETING,"Plot No. C-65, Road No. 1 C, V.K.i  Area , Jaipur ",302013,JAIPUR,RAJASTHAN,TRUE
2000163901,PANTRY CART EBUSINESS,"705, MAIN ROAD HERLE KOLHAPUR  ",416005,KOLHAPUR,MAHARASHTRA,TRUE
2000164237,AGRAWAL SALT TRADING CO. direct,"A-6, SHREE SAHJANAND KUTIR LAGHU,UDHYOG VASAHAT,, B/H PETROL PUMP, MUJMAH,VADODARA, Vadodara, Gujarat",390020,VADODARA,GUJARAT,TRUE
2000164697,Gurukripa Agency,"National Highway No.6, Murtizapur Road, Sisa, Akola Taluka, Akola, Maharashtra",444001,AKOLA,MAHARASHTRA,TRUE
2000164698,Laxmi Venkatesh kirana Stores,"Mr. Sudhakar Madhurrao Labhshetwar H No 208 Main Road Narsi Phata TQ Naigaon Dist Nanded, Maharashtra",431709,NANDED,MAHARASHTRA,TRUE
2000164714,M/S ROHIT TRADER HALDWANI,"Nr Dainik Jagran Press, Devalchaur, Rampur Road, Haldwani",263139,HALDWANI,UTTARAKHAND,TRUE
2000165178,VYAS TRADING COMPANY,"Talawali Chanda Opp, Panchvati Colony Dewas Naka Indore Indore , Madhya Pradesh",453771,INDORE,MADHYA PRADESH,TRUE
2000165273,Modi Distributors,"Mpdo finance, Prem nagar road , near Mallikarjun hHotel , Balaghat",481001,BALAGHAT,MADHYA PRADESH,TRUE
2000165357,R S ENTERPRISES hub,"Raghunathpur Panchayat,Raghunathpur, Motihari,Purbi Champaran, Bihar,Champaran",845305,Champaran,BIHAR,TRUE
2000165513,JAYNATH DISTRIBUTORS PVT LTD.,"Near Mudi Darwaja, Rajkot Highway, Sayla, District Surendra Nagar",363430,SURENDRANAGAR,GUJARAT,TRUE
2000165535,VASAI,"RAJLABDHI MARKETING ; WN NO. B-3, YUNUS ESTATE, KHANDIPADA ROAD, NR ZILLA PARISHAD SCHOOL,  KAMAN, VASAI ",401208,VASAI,MAHARASHTRA,TRUE
2000165728,Gurukripa Agency Bhopal,"C-9 GROUND FLOOR SHUBH BUSINESS ZONE, RASLAKHEDI ROAD, BHANPUR BHOPAL (MP) ",462001,BHOPAL,MADHYA PRADESH,TRUE
2000166167,Unity Traders Jabalpur MP,"Unity Traders Plot No. 264 , Bye Pass Road , Katangi Crossing, Jabalpur MP ",482003,JABALPUR,MADHYA PRADESH,TRUE
2000166850,ARSHABEN HASHMUKHLAL SHAH,2- GAJRA HOUSE NAROLI ROAD SILVASSA Dadra&NagarHaveli ,396230,SILVASSA,DADRA AND NAGAR HAVELI (UT),TRUE
2000167124,SIDDHI ENTERPRISE,"B-310,SIGNATURE 2,SARKHEJ SANAND HIGHWAY, SANAND CHOWKDI, AHMEDABAD    ",800007,AHMEDABAD,GUJARAT,TRUE
2000167496,"Nowgam, Kashmir","Nowgam, Kashmir",,Nowgam,JAMMU & KASHMIR,TRUE
2000167539,SHYAM SUNDAR & CO PVT LTD,"52/4 ,Strand Road ,Posta,",700007,KOLKATA,WEST BENGAL,TRUE
2000167637,OOMI ENTERPRISES,"AKSHYA MITTAL INDUSTRIAL PREMISES, CO. OP SOC LTD. BLDG NO. 5, C WING. GALA NO. 100, ANDHERI KURLA ROAD",400059,MUMBAI,MAHARASHTRA,TRUE
2000167719,MEGASTAR FOODS LTD,"Megastar Foods Ltd, Kurali-Ropar Road, Village Solkhian, Rupnagar, Punjab",140108,RUPNAGAR,PUNJAB,TRUE
2000167877,QUALITY DISTRIBUTORS hub disp,"BASUDEVPUR,Purba Medinipur, West Bengal-",721632,Medinipur,WEST BENGAL,TRUE
2000167942,Om Sai Enterprises,"PARKING NO 1, INFRONT OF DASHMESH TRANSPORT, TRANSPORT OFFICE GWALIOR(M.P)",474010,GWALIOR,MADHYA PRADESH,TRUE
2000168067,OM TRADERS,"PROPERTY NO. 398, NAYA BANS AND ENTRANCE FROM 535-536,LAHORI GATE, NAYA BAZAR, Central Delhi, Delhi",110006,DELHI,DELHI,TRUE
2000168133,MAA AMBEY ENTERPRISES hub,"BANJARIYA SAHU TOLA MOTIHARI,CHAMPARAN BIHAR,Champaran",845305,Champaran,BIHAR,TRUE
2000168193,RAM SWAROOP ARUN KUMAR PRIVATE LIMITED,ARATH BAZAR DEHRADUN,248001,DEHRADUN,UTTARAKHAND,TRUE
2000168510,SINGHBHUM,"CITY GROCER, DOMUHANI ROAD KAGALNAGAR, East Singhbhum, Jharkhand Singhbhum ",831011,SINGHBHUM,JHARKHAND,TRUE
2000168525,M/S PARNEESH ENTERPRISES,Nehrain Anoop Kumar S/O Shri Ram Raj Sharma  Post Office Nehrain VPO Nehrain Tehsil Amb Himachal Pradesh Una ,177211,UNA (HP),HIMACHAL PRADESH,TRUE
2000168564,DURGAPUR,"Bardhaman, West Bengal",713304,Asansol,WEST BENGAL,TRUE
2000169009,MUSTAFA TRADERS,"SHOP NO 15, 217, RAVIWAR PETH MARKET YARD, SATARA, MAHARASHTRA",415002,SATARA,MAHARASHTRA,TRUE
2000169091,Laxmi Protein Pvt ltd,"Unit 1, Mahalaxmi Pulse Mill, behind Kumar Shada,Station Road, Vasad",388306,Vasad,GUJARAT,TRUE
2000169258,LAKHOTIA SALES CORPORATION,"PLOT NO 72, CHIKHALI LAYOUT,  KALAMANA ROAD, NAGAR ",440008,NAGPUR,MAHARASHTRA,TRUE
2000169401,RD BROTHERS,SURAT,NA,SURAT,GUJARAT,TRUE
2000169454,SHIV SHAMBHU TRADERS,"KRISHAN NAGAR, A-4/3, LAL,QUATER ROAD, Jheel Khuranja,New Delhi, East Delhi, Delhi",110051,DELHI,DELHI,TRUE
2000169469,RAJESH BALDEV GOPWANI,AHMEDABAD,,AHMEDABAD,GUJARAT,TRUE
2000169572,KHAN ENTERPRISES,"B-255, GAUTAMPURI, PHASE-2, BADARPUR,  SOUT,DELHI,",110044,DELHI,DELHI,TRUE
2000169576,SANSKAR ENTERPRISES,"PLOT NO 466, EMPRESS MILL COLONY, SHREE NAGAR, NAGPUR, MAHARASHTRA  ",440015,NAGPUR,MAHARASHTRA,TRUE
2000169590,LOCAL SEWA TRADING,"2, 123, Fatehpur chandela, Fatehpur  Pincode chandela, Faridabad, Faridabad, Haryana",122001,GURGAON,HARYANA,TRUE
2000169690,SHREE SHREE SHAM TRADERS,"G T ROAD, MANDI GURDASPUR,",143521,PATIALA,PUNJAB,TRUE
2000169723,KISHORI LAL PAWAN KUMAR,"Old Grain Market, Ambala, Ambala, Haryana",134003,AMBALA,HARYANA,TRUE
2000170031,LUDHIANA,"Yudhveer Trading Co, Shop No 4 Parkash Kochar Market , Rahon Road, Ludhiana ",141007,LUDHIANA,PUNJAB,TRUE
2000170049,NOVAMARS ENTERPRISE LLP,BURDWAN,,BURDWAN,WEST BENGAL,TRUE
2000170090,UPASHNA TRADERS,Delhi-Delhi,110083,DELHI,DELHI,TRUE
2000170102,V. RAMESHCHANDRA & CO.,"B-2, GALA NO.54, ANMOL TEXTILE MARKET,RAHNAL, Thane, Maharashtra,",462026,THANE,MAHARASHTRA,TRUE
2000170153,POOJA AGENCY,"Prakash Complex,Near Vyas Talab,Bilaspur Road Bhanpuri Raipur Chhattisgarh",492009,RAIPUR,CHHATISGARH,TRUE
2000170213,USHAID AHMAD,"RRD COLLEGE, BESEMENT,352 BUTTS GUNJ, IQBAL P",,SITAPUR,MADHYA PRADESH,TRUE
2000170232,M/S Sri Satyanarayana swamy agencies,"6-116/7/A, Uthkoor, Luxetipet ",504215,Luxetipet,TELANGANA,TRUE
2000170243,Subansiri enterprises,"GROUND, OPP COURT FIELD, NH-52, WARD NO 4, DHEMAJI, ASSAM",787057,DHEMAJI,ASSAM,TRUE
2000170374,SUJIT KUMAR,"WARD NO - 19, HOLDING NO - 211C , GADDI MOHALLA , GIRIDHI, 815301, JHARKHAND",,GIRIDH,JHARKHAND,TRUE
2000170428,DURGA TRADERS,"GROUND FLOOR, 17/1809-A, RIGHT SIDE, WEST PATEL NAGAR, NEAR BLOCK 19, Central Delhi, Delhi, 110008",,DELHI,DELHI,TRUE
2000170435,SHREE NAKODA ENTERPRISES (RAJ),"D-172, INDRA COLONY, NEWAI TONK, RAJASTHAN ",304021,TONK,RAJASTHAN,TRUE
2000170486,Shree Radhey Associate,"HO 04 SHREE RAM SHARNAM COLONY SHAPURA THANE KE PASS E8 EXTENTION BAWDIYA KALAN, TRILANGA",462026,BHOPAL,MADHYA PRADESH,TRUE
2000170493,J P TRADERS,"SHRIRAM GENERAL INSURANCE COMPANY, NEAR CANNT CHAURAHA, KASYA ROAD, BETIA HATA, GORAKHPUR, UTTAR PRADESH, ",273001,Gorakhpur,UTTAR PRADESH,TRUE
2000170512,SRI NOOKA LAKSHMI NARAYANAMMA ENTERPRISES,"16-4-46/1, NOOKAMBICA STREET, GAVARAPALEM , ANAKAPALLI",534007,Anakapalli,ANDHRA PRADESH,TRUE
2000170541,RADHEYSHYAM BRIJKISHORE,"WARD NO 1, DARRI ROAD, Korba, Chhattisgarh --- Korba Bilaspur Chhattisgarh ",495677,BILASPUR,CHHATISGARH,TRUE
2000170720,SUNIL TRADING COMPANY,ANAJ MANDI LEHRAGAGA SANGRUR PUNJAB ,148031,Sangrur,PUNJAB,TRUE
2000170801,SHIV TRADING COMPANY,"KH NO 172, 182, INDRA PARK, OPP. RAM MANDIR, NAJAFGARH, West Delhi, Delhi, ",110043,DELHI,DELHI,TRUE
2000170884,"GATA NO.734, BABRALA ROAD","GATA NO.734, BABRALA ROAD, BAHJOI Sambhal, Uttar Pradesh, Moradabad",244001,Moradabad,UTTAR PRADESH,TRUE
2000171036,MOGA,"AMAN TRADING COMPANY, SHO NO 89, GURU NANAK MARKET, MOGA, 142001 ",142001,MOGA,PUNJAB,TRUE
2000171068,EAN ENTERPRISES,"C/0 Rishi Rosh Kataria 01, Near literacy India school New palam vihar,Pincode Bajghera Chrterpuri Gurgaon HR, Gurugram, Haryana, 122017",,GURGAON,HARYANA,TRUE
2000171145,RAJEEV KUMAR,"GHAZIABAD,",,GHAZIABAD,UTTAR PRADESH,TRUE
2000171177,Lajpat Rai Mohan Lal,"Sohan Lal Manoj Kumar, Old Grain,Market, Malerkotla, Sangrur",148023,Malerkotla,PUNJAB,TRUE
2000171264,Shree Agrawal Trading Co.,"PL. 50 TO 53 AND 100 TO 103 , NEW HARIDHAM SOC. , UDHNA, Surat, Surat Municipal Corporation, Gujarat,",394221,SURAT,GUJARAT,TRUE
2000171267,KRIYANSH MARKETING,"KRIYANSH MARKETING, NEW SHAKTI SOCIETY, OPP- RAMDEV BHEL, SHAYAM DAIRY, SANT KABIR ROAD",360003,RAJKOT,GUJARAT,TRUE
2000171585,Parag Vijaykumar Vora,TEMBHURNI,413208,SOLAPUR,MAHARASHTRA,TRUE
2000171782,SHIVAY ENTERPRISES,WARD NO 15 NEAR SADHU SHRI GRADEN RATAHRA REWA MADHYA PRADESH,486001,REWA,MADHYA PRADESH,TRUE
2000171998,PADMASHREE TRADING,BILAL TRADERS RAJ GALLI GELORAI BEED MH,431127,BEED,MAHARASHTRA,TRUE
2000172092,NK TRADING CO,"B-3,gaushala road,hoshiarpur,punjab,",146001,HOSHIARPUR,PUNJAB,TRUE
2000172188,Ms Santosh Traders,"H-45, Scheme No. 10 Manasa Road,Neemuch, Neemuch, Madhya Pradesh,Neemuch",458441,NEEMUCH,MADHYA PRADESH,TRUE
2000172246,Jamuna Ji Enterprises,"JYOTI COMPLEX,KILA PARISHAR DATIA,MADHYA PRADESH",475661,DATIA,MADHYA PRADESH,TRUE
2000172296,Deepak Enteprises,B-106 Kana Vihar Gandi Path West Bhura Patel Marg Jaipur,302021,JAIPUR,RAJASTHAN,TRUE
2000172328,Talwar Enterprises,"Maheshpura, Rampur Road, P. O. C. B. Ganj",243502,BAREILY,UTTAR PRADESH,TRUE
2000172395,M/S BANASRI DAS PRAMOD KUMAR JAIN,"Delivery Address 12/15, NAGLA BALCHAND, NUNHAI, AGRA-282001",282001,AGRA,UTTAR PRADESH,TRUE
2000172451,PRAMOD AGENCY,"1,Beside lic office,khajuraho, Madhya pradesh",471606,khajuraho,MADHYA PRADESH,TRUE
2000172469,Ravi Enterprise,151/2 Swnhoe Lane Kolkata ,700042,KOLKATA,WEST BENGAL,TRUE
2000172495,Shree Odhavram Agency,"SHOP NO.4, OM SHREE PRATHMESH CHS LTD, NEW AYRE ROAD, DOMBIVALI EAST, THANE ",421201,THANE,MAHARASHTRA,TRUE
2000172559,M/S Rajendra Kirana,M/S Rajendra Kirana Ujjain,456224,UJJAIN,MADHYA PRADESH,TRUE
2000172632,Chandru Traders,"Swastik Trading Company, Nirmal State Behind Subhas Colony Chhindwara",480001,CHINDWARA,MADHYA PRADESH,TRUE
2000172696,"SHREEJI TRADERS, FARIDABAD","E-1512, 27 FEET ROAD NEAR SHIV MANDIR DABUA COLONY Faridabad, Haryana",121001,FARIDABAD,HARYANA,TRUE
2000172735,FORTUNE SALES PVT.LTD,"1216, FORTUNE SALES PRIVATE LIMITED,NEEM WALA CHOWK, IQBAL GANJ,Ludhiana, Punjab",141008,LUDHIANA,PUNJAB,TRUE
2000172785,Shiv Traders,"GALI NO.-1, BALAJEE COMPLEX, BEHIND KAMDHENU COMPLEX, Saharanpur, Uttar Pradesh",247001,SAHARANPUR,UTTAR PRADESH,TRUE
2000172839,GOPAL TRADING COMPANY,"PLOT NO- 11B, GANPATI ENCLAVE, NAJAFGARH, South West Delhi, Delhi, 110043",,DELHI,DELHI,TRUE
2000172857,Manish Enterprises,"Manish Enterprises-- Waidhan-Shahdol,Singrauli",486886,Shahdol,MADHYA PRADESH,TRUE
2000172860,ANAND PRAKASH ENTERPRISES,"DHANI RAM BAZAR,SAMANA,PATIALA,PUNJAB,",147101,GURDASPUR,PUNJAB,TRUE
2000172985,DIPTI TRADERS,"PLOT NO.6, MARKET YARD, SATARA, MAHARASHTRA",415001,SATARA,MAHARASHTRA,TRUE
2000173013,M/S AMAN ENTERPRISES,"01, GALLA MANDI BY PASS ROAD, INDUSTRIAL AREA, CHHATARPUR(MP)",471001,CHATTARPUR,MADHYA PRADESH,TRUE
2000173057,LAKSHYA TRADE LINKS,"BORIYAKALA, JAI SHADARAM MARKET BORIYAKA RAIPUR CHHATTISGARH Raipur",492001,RAIPUR,CHHATISGARH,TRUE
2000173073,INDIRA ENTERPRISES,"INDIRA ENTERPRISES ,Balaghat ",481001,BALAGHAT,MADHYA PRADESH,TRUE
2000173096,MAYUR TRADERS,MAYUR TRADERS ,487221,Hoshangabad,MADHYA PRADESH,TRUE
2000173102,M/S SUMIT TRADERS,"Near Samradhi hospital, Bharthana chauraha , Etawah 	",206253,ETAWAH,UTTAR PRADESH,TRUE
2000173178,RAJEEV RANJAN SINGH,VARANASI,,VARANASI,UTTAR PRADESH,TRUE
2000173852,KEDARNATH FOOD INC,"KUVADVA-WAKANERROADOPP.FISHFA AGRI WORLDRSN159/1/1PLOT NO1-2,VILLAGE -SANOSARATA.DIST-RAJKOT",360023,RAJKOT,GUJARAT,TRUE
2000174089,Madhu enterprise,"Ground Floor, Kh No. 333, Street No. 2, Block J, Khadda Colony, Swaroop Nagar, Delhi, North West Delhi, Delhi, 110042",110042,DELHI,DELHI,TRUE
2000174090,M/S METRO CASH AND CARRY INDAI PVT. LTD.,MEERUT,,MEERUT,UTTAR PRADESH,TRUE
2000174096,GOEL TRADER,"G.F, C-5, SANGAM VIHAR, DELHI, South Delhi, Delhi, ",110062,DELHI,DELHI,TRUE
2000174103,METRO CASH AND CARRY INDIA PVT LTD Sarkhej,"Plot No : 54 & 95, SP Ring Road,Village Sarkhej and Okaf,Ahmedabad",382210,AHMEDABAD,GUJARAT,TRUE
2000174141,METRO CASH AND CARRY INDIA PVT LTD SURAT,"VIP Road, Block no 188 survey no 143,Shagun Villa, VIP Road,ALTHANA, Surat",395017,SURAT,GUJARAT,TRUE
2000174233,FS ENTERPRISES,NEAR BADLI MASJID PADALI GUJJAR ROORKEE HARIDWAR ,247667,HARIDWAR,UTTARAKHAND,TRUE
2000174627,Zirakpur,Zirakpur,140603,Zirakpur,PUNJAB,TRUE
2000174631,METRO CASH & CARRY INDIA PRIVAT Kolkata,"Kolkata Metro,",,KOLKATA,WEST BENGAL,TRUE
2000174795,M/S.JIWAN LAL DEV RAJ,"NEW GRAIN MARKET SANGRUR,PUNJAB-",148001,Sangrur,PUNJAB,TRUE
2000174988,RMC FOODS AND FATS (INDIA) PVT LTD,PUNE,,PUNE,MAHARASHTRA,TRUE
2000175006,SAGAR SALES AGENCIES,"98, Tilak Marg, Neemuch  98,Naya Bazar Neemuch Godown-H No 18 Bunglow No,46,CRPF ROAD ",458441,NEEMUCH,MADHYA PRADESH,TRUE
2000175076,HANUMAN TRADERS HUB,"89, NECHUA JALALPUR,Gopalganj,",841428,Gopalganj,BIHAR,TRUE
2000175115,SAHARA AGENCIES,"403, SAI KAMAL APARTMENT, DARJI ALI, VASAI WEST, PALGHAR, MAHARASHTRA",401201,PALGHAR,MAHARASHTRA,TRUE
2000175164,Arpit Traders,"WARD NO - 18 NEW, STATE BANK ROAD, MANENDRAGARH, Korea, Chhattisgarh, ",497442,MANENDRAGARH,CHHATISGARH,TRUE
2000175279,PURUSHOTTAM SUPER BAZAR,"SUBPRABHAT SANKUL, 1 BUTY LAYOUT, DHARMAPETH EXTENSION, SHIVAJI NAGAR, NAGPUR, MAHARASHTRA",440010,NAGPUR,MAHARASHTRA,TRUE
2000175380,NILESH JAGATNARAYAN AWASTHI,AHMEDABAD,,AHMEDABAD,GUJARAT,TRUE
2000175468,Atul Kumar Arun Kumar,"aspuriya Line,Ram Nagar, Nainital, Uttarakhand, ",244714,NAINITAL,UTTARAKHAND,TRUE
2000175485,MEHTA FMCG,"JUNI UNANI KANDORI,NADIPA,JAMNAGAR",361001,JAMNAGAR,GUJARAT,TRUE
2000175487,BIKANER NAMKEEN BHANDAR,"NEAR TULSI CHOWK , GANGAPUR, AMBIKAPUR SURGUJA",497001,SURGUJA,CHHATISGARH,TRUE
2000175492,SRIRAM DISTRIBUTOR,"M/S GANGURDE'S WAREHOUSING COMPLEX,GAT NO.-108,JAWULKE,DINDORI,TAL - DINDORI,DIST - NASHIK ",422202,NASIK,MAHARASHTRA,TRUE
2000175494,BH SILCHAR,"NEAR VIVEKANANDA KENDRIYA VIDYALAYA, RAMNAGAR, SILCHAR, ASSAM Vivekananda Kendra Vidyalaya, Ram N Karimganj Road Cachar Assam   ",788003,SILCHAR,ASSAM,TRUE
2000175569,ANUJKUMAR ANILBHAI PATEL,KHEDA,,KHEDA,GUJARAT,TRUE
2000175676,M A PRAKASH   STORE,"21/2, 9TH BHARATHIYAR ROAD SADASHIVA TEMPLE ROAD BENGALORE URBAN, BANGALORE",560033,BANGALORE,KARNATAKA,TRUE
2000175699,YAGNESH RAJESHBHAI SOJITRA,RAJKOT,,RAJKOT,GUJARAT,TRUE
2000175744,Gaurav Enterprises,"Basement, House No. 17, Road No.24, Punjabi Bagh Extension,West Delhi, Delhi, ",110026,DELHI,DELHI,TRUE
2000175749,USHA TRADING CO.-HUB,"19, GANDHI CHOWK,DEESA,Banaskantha,Gujarat -",385535,Banasanktha,GUJARAT,TRUE
2000175753,UNITY TRADERS,"264-266, KATANGI BYAPASS SQUARE,PADWARKALA,Jabalpur",482002,JABALPUR,MADHYA PRADESH,TRUE
2000175764,BHAGWATI SALES & DISTRIBUTORS,JALPAIGURI,,JALPAIGURI,WEST BENGAL,TRUE
2000175765,SHRI KANHAIYA TRADERS,"PLOT NO-107/53 ,AT-NACHHIPUR ,PO-BHATTAPATNA,BALIANTA ,BHUBANESWAR ",752115,BHUBANESHWAR,ODISHA,TRUE
2000175778,THA.RAMNIKLAL VITTHALDAS,"SUTARWADA,PORBANDAR",360575,PORBANDAR,GUJARAT,TRUE
2000175782,ARYA TRADING COMPANY,"M/S ARYA,TRADING COMPANY,OLD GRAIN MARKET, NABHA ,PATIALA, PUNJAB, 147201",147201,LUDHIANA,PUNJAB,TRUE
2000176043,Chakeshvari Sales,"25 Shiv Nagar society, 8/1138, Mahavirnagar, Himmatnagar Sabarkantha, Gujrat",383001,HIMMATNAGAR,GUJARAT,TRUE
2000176070,ASHISH SURESH MANDHANE,"H.NO. 137, MAIN ROAD, DHASAI, MURBAD, THANE,",421402,THANE,MAHARASHTRA,TRUE
2000176135,BHARAT TRADING CO,"A 372, SHOP NO 2, LILAVATI BUILDING, AMBAMATA ROAD, PALGHAR, ",401404,PALGHAR,MAHARASHTRA,TRUE
2000176875,TECHNOSKILL INCORPORATE,"HH8,CIVIL TOWNSHIP,ROURKELA, ",769004,ROURKELA,ODISHA,TRUE
2000176881,HRIDAY CONSULTANCY LLP,"Raheja Tesla, Unit No-320,Plot GEN-2/1, MIDC, Near Maruti Suzuki Showroom, Juinagar, Navi Mumbai",400705,NAVI MUMBAI,MAHARASHTRA,TRUE
2000177510,A.G TRADERS," HANSLI BAZAR, DHAB WASTI RAM, GATE HAKIMA, AMRITSAR",143001,AMRITSAR,PUNJAB,TRUE
2000177567,MOHAMMADKASIM MOHAMMADARIFALI,ANAND,,ANAND,GUJARAT,TRUE
2000177588,SHREE BALAJI ENTERPRISES,SOLAN,173212,SOLAN,HIMACHAL PRADESH,TRUE
2000177614,SUMIT TRADERS,"SHOP NO 1-19,20, NEW WHOLESALE KIRANA MARKET, BALAPUR ROAD, AKOLA, MAHARASHTRA",444001,AKOLA,MAHARASHTRA,TRUE
2000177724,NISANIA TRADERS,NISANIA TRADERS Bilaspur (CGH),495001,BILASPUR,CHHATISGARH,TRUE
2000177732,S.S.D TRADERS,"MATHPARA, POWER HOUSE ROAD , RAJNANDGAON , CHHATTISGARH,  ",491441,RAJNANDGAON,CHHATISGARH,TRUE
2000177773,"NH 965 D,WADHE ,BASAPPACHIWADI SATARA-","NH 965 D,WADHE ,BASAPPACHIWADI SATARA-",415011,SATARA,MAHARASHTRA,TRUE
2000177834,RAJVI ENTERPRISE,BHAVNAGAR,,BHAVNAGAR,GUJARAT,TRUE
2000177910,RAVI TULSIDAS SHAH,"D-1/ Gala No 10, Ground Floor, Parasnath Comp",,THANE,MAHARASHTRA,TRUE
2000178133,M/S MANGALA ENTERPRISES,"57,57/3,  Mancherial Road, Near Head Post Office,  Mancherial, Telangana ",504208,Mancherial,TELANGANA,TRUE
2000178171,S.K. TRADERS,DAL DALIAN CHOWK NEAR GUR MANDI PATIALA PUNJAB ,147001,PATIALA,PUNJAB,TRUE
2000178220,SARA MARKETING,"19/1,KALPANA FABRIK COMPOUND,NR RANIPUR CHURCH,OPP COZY HOTEL,NAROL,AHMEDABAD,GUJARAT",,AHMEDABAD,GUJARAT,TRUE
2000178284,SM MARKETING,"Bgalagunte Police Station,No;388,5th Cross,6th Main,MEI Layout,Bagalagunte,Bangalore",560073,BANGALORE,KARNATAKA,TRUE
2000178286,SHIKHAR ENTERPRISES,GANDHI GANJ CHINDWARA MADHYAPRADESH,480001,CHINDWARA,MADHYA PRADESH,TRUE
2000178403,Nutraoil Pvt. Ltd.,"Delivery Address 14/17, Naya Ganj, Ghaziabad",201001,GHAZIABAD,UTTAR PRADESH,TRUE
2000178433,Anand Sales,"JAMNAGAR ROAD ,RAJKOT,",360001,RAJKOT,GUJARAT,TRUE
2000178451,Amrit Kirana,"73, Maharishi Dayanand Marg, Ratlam, Madhya Pradesh ",457001,RATLAM,MADHYA PRADESH,TRUE
2000178536,NARAYAN SALES AGENCY,"3RD FLOOR, 105, RAMESHWAR APPARTMENT, 7 JAGGANATH, PLOT, DR YAGNIK ROAD, RAJKOT",360001,RAJKOT,GUJARAT,TRUE
2000178663,CHANDRA TRADERS,"NEAR SHIV OIL MILL BAJPAI WARD, GONDIAMaharashtra,",441601,GONDIA,MAHARASHTRA,TRUE
2000178672,Priyampada Bhanu,"654, kood, fagol, salipur, cuttack, odisha",754221,CUTTACK,ODISHA,TRUE
2000178681,VHD DISTRIBUTORS LLP,"12/4, DIL PASAND COLONY, 12 RACE COURSE ROAD, OPP.YASHWANT CLUB,Indore, Madhya Pradesh",452003,INDORE,MADHYA PRADESH,TRUE
2000178769,Fakir Chand Hazari Lal,"64A/84A Meerganj Prayagraj, UP",211003,Prayagraj,UTTAR PRADESH,TRUE
2000178818,Front Hand Associates,"c-72, nyay nagar ex, near delight hotel,gurunnak nagar, Khajrana, Indore MP",452016,INDORE,MADHYA PRADESH,TRUE
2000178828,Khubram munalal,"52/10, SHAKKARPATTI KANPUR, Kanpur Nagar UP",208001,KANPUR,UTTAR PRADESH,TRUE
2000178845,Tilak Raj Ramesh Pall,"MAIN BAZAR , MAIN BAZAR, VPO MAJITHA, AMRITSAR, PUNJAB,",143601,AMRITSAR,PUNJAB,TRUE
2000178864,ATUL KUMAR GAGN DEEP TRADING CO.,"Sec-17, Shop No-133, Kurukheshtra",136118,Kurukheshtra,HARYANA,TRUE
2000178895,MAHESH SHIVHARE AND SONS,"TAHSEEL ROAD ,MAUDAHA",210507,Maudaha,UTTAR PRADESH,TRUE
2000178922,A. K. ENTERPRISE,"PLOT NO. 88 CHAKRADHAR SOCIETY UGAT - PALANPUR ROAD, SURAT",,SURAT,GUJARAT,TRUE
2000178925,Dhanpat Rai Ram Bilas,"DHANPAT RAI RAM BILAS, NEAR GHANTA GHAR,JANTA BAZAR, JIND, Jind, Haryana",126102,JIND (HARYANA),HARYANA,TRUE
2000178943,M S ENTERPRISES,"Badarpur, New Delhi, New Delhi, Delhi,",110044,DELHI,DELHI,TRUE
